worker,question,answer,truth,time
A11VJ9HVZPID81,9498,0,0,271
A3DLWGA9J3LU3H,9498,0,0,4
A9KPCMO1J1LQF,9498,0,0,3
AQRI1E9W5268O,9498,0,0,6
AOQ7MU1GAI5X1,9564,0,0,12
A3NPYIGN1MP121,9564,0,0,7
ALQPGVQZEZSUE,9564,0,0,239
A2USD3XJ7TU9Y7,9564,0,0,5
AF9OA6LYG27BX,9564,0,0,4
ABI0GL9ER3H1M,9564,1,0,13
A26CQZGNV3GJXS,9564,0,0,44
ACCXC5V05C9R9,9564,1,0,13
A1NK6UXWXKFMC7,9564,0,0,8
A1UUNYHX3M8O3O,9564,1,0,150
ADMTRXEG43HU0,9564,0,0,9
A166A2M31CW2C7,9564,0,0,8
ADVKHM8P51FSQ,9564,0,0,7
A3DY78Q4FCWTXX,9564,1,0,7
A1FXXKSGZ7KVQI,9564,0,0,50
A36470UBRH28GO,9564,0,0,11
A3PAKT8TH3N2ZZ,9564,0,0,22
A2V3P1XE33NYC3,9564,0,0,3
A2AWDYE8TVVZMV,9564,0,0,17
AQRI1E9W5268O,9564,0,0,8
A1NK6UXWXKFMC7,1380,1,1,12
A11VJ9HVZPID81,1380,1,1,7
A15HVZVDQAD0UJ,1380,1,1,8
A34WGHYYMQWJF0,1380,1,1,9
A36SM7QM8OK3H6,1380,1,1,6
A3PM8L29POUPBQ,1380,1,1,5
A2S96ZZ70YFPSK,1380,1,1,14
ADMTRXEG43HU0,1380,1,1,14
A2Q0G9Q633CN04,1380,1,1,8
A2JPOXYZM5AJZZ,1380,1,1,62
A3O81LHBBI8NPK,1380,1,1,13
A26CQZGNV3GJXS,1380,1,1,301
ALQPGVQZEZSUE,1380,1,1,240
A2QAIIROYI52KO,1380,0,1,139
A3PIAHR6PGXZNT,1380,1,1,11
A1X0WT0A91ZCIH,1380,1,1,16
A166A2M31CW2C7,1380,1,1,53
A2USD3XJ7TU9Y7,1380,1,1,9
A32H5INU9CYMCI,1380,1,1,59
AR2V2N3U8JC96,1380,1,1,5
A3VDQ6HZDIPBD4,1421,1,1,27
A2FUMA4UR6S920,1421,1,1,8
A23VQ6YY9YM32S,1421,1,1,4
A1OIXGF4N7O93T,1421,1,1,7
AW7J1S3K29XOA,1421,1,1,10
AD5IKFAK8KN4P,1421,1,1,13
A1KGCOR8OXYR72,1421,1,1,8
AQRI1E9W5268O,1421,1,1,4
ASS4LIVDW452F,1421,1,1,5
A3K43RI91Y567E,1421,1,1,7
A3NPYIGN1MP121,1421,1,1,176
A3O81LHBBI8NPK,1421,1,1,22
A3TVDFJ22T1FFN,1421,0,1,14
A1QK90OHMNVT6N,1421,1,1,12
AF9OA6LYG27BX,1421,1,1,5
A1V6P1ZE6Q8YEW,1421,1,1,2072
A2V3P1XE33NYC3,1421,1,1,5
ADMTRXEG43HU0,1421,1,1,16
ALQPGVQZEZSUE,1421,1,1,172
A2C7UETA9SL9SK,1421,1,1,22
A1YQPOF381ZJRW,9623,0,0,3
A3K43RI91Y567E,9623,0,0,3
A3DY78Q4FCWTXX,9623,0,0,33
A2C57JVPIOH7F2,9623,0,0,4
A24LUXW1DB1QI5,9623,0,0,3
A1UUNYHX3M8O3O,9623,0,0,5
A3BMEVFSETVOUR,9623,0,0,1
AR2V2N3U8JC96,9623,0,0,2
AD5IKFAK8KN4P,9623,0,0,6
A1V6P1ZE6Q8YEW,9623,0,0,154
A2V3P1XE33NYC3,9623,0,0,3
A25COC9WM9XVME,9623,0,0,4
A3FHFGC3V9B3OJ,9623,0,0,3
A3RR85PK3AV9TU,9623,0,0,4
AF9OA6LYG27BX,9623,0,0,3
AHZJB4VTLFCJ6,9623,0,0,288
A1Z048705962W6,9623,0,0,6
A1FXXKSGZ7KVQI,9623,0,0,232
A2AWDYE8TVVZMV,9623,0,0,4
A2QYPEWPAGGKLQ,9623,0,0,5
A3NSX46VYD9J49,9632,0,0,26
A1YXYL67VC9WFO,9632,0,0,9
A3O81LHBBI8NPK,9632,0,0,11
A2QYPEWPAGGKLQ,9632,0,0,10
A3PRX6CU0P34NE,9632,0,0,49
A3D9L5CQXK1YJL,9632,0,0,7
A1Z048705962W6,9632,0,0,5
A1OIXGF4N7O93T,9632,0,0,6
A36SM7QM8OK3H6,9632,0,0,11
A2V3P1XE33NYC3,9632,0,0,6
A2CWJRAEFZ44HU,9632,0,0,16
A32H5INU9CYMCI,9632,0,0,7
ADMTRXEG43HU0,9632,0,0,8
A3PM8L29POUPBQ,9632,0,0,4
AD5IKFAK8KN4P,9632,0,0,19
AHZJB4VTLFCJ6,9632,0,0,304
A109CH3492UU42,9632,0,0,175
A3K43RI91Y567E,9632,0,0,75
AR2V2N3U8JC96,9632,1,0,3
AJPQEZBVJXVE9,9632,0,0,4
AF9OA6LYG27BX,9647,0,0,3
A15HVZVDQAD0UJ,9647,0,0,193
A769WXAR6I8QU,9647,0,0,11
AQRI1E9W5268O,9647,0,0,6
A3PM8L29POUPBQ,9647,0,0,5
A2ALWT2BUSXD83,9647,0,0,9
A19BMRBO5UAD6H,9647,0,0,3
A36SM7QM8OK3H6,9647,0,0,11
A2GR1NO60FBJ2,9647,0,0,16
AOQ7MU1GAI5X1,9647,0,0,6
A3O81LHBBI8NPK,9647,0,0,9
A2JPOXYZM5AJZZ,9647,0,0,66
A2C57JVPIOH7F2,9647,0,0,10
A1FXXKSGZ7KVQI,9647,0,0,219
A2KPT0PEUEXCC4,9647,0,0,3
AQORJW4W8U9YU,9647,1,0,5
ADVKHM8P51FSQ,9647,0,0,3
A2CHE0DIBI76UU,9647,0,0,385
A2FUMA4UR6S920,9647,0,0,13
ACCXC5V05C9R9,9647,0,0,11
ALQPGVQZEZSUE,1475,1,1,60
AQORJW4W8U9YU,1475,1,1,12
A3NPYIGN1MP121,1475,1,1,3
A26CQZGNV3GJXS,1475,1,1,67
A3TVDFJ22T1FFN,1475,1,1,13
A2FUMA4UR6S920,1475,1,1,5
AANKP2NELIU8L,1475,1,1,4
A3RR85PK3AV9TU,1475,1,1,5
A3PM8L29POUPBQ,1475,1,1,3
A2AWDYE8TVVZMV,1475,1,1,6
A36SM7QM8OK3H6,1475,1,1,7
A3K43RI91Y567E,1475,1,1,9
A1OIXGF4N7O93T,1475,1,1,6
A3NSX46VYD9J49,1475,1,1,14
A2JPOXYZM5AJZZ,1475,1,1,22
ADMTRXEG43HU0,1475,1,1,6
A2GR1NO60FBJ2,1475,1,1,24
A9KPCMO1J1LQF,1475,1,1,4
A3VDQ6HZDIPBD4,1475,1,1,8
A769WXAR6I8QU,1475,1,1,6
ABI0GL9ER3H1M,9672,0,0,7
A2JUIW09ZP5KFS,9672,0,0,4
A32H5INU9CYMCI,9672,0,0,6
A3FHFGC3V9B3OJ,9672,0,0,6
A24LUXW1DB1QI5,9672,0,0,7
A3K43RI91Y567E,9672,0,0,5
A26CQZGNV3GJXS,9672,0,0,292
AQRI1E9W5268O,9672,0,0,3
AANKP2NELIU8L,9672,0,0,5
ADMTRXEG43HU0,9672,0,0,9
ALQPGVQZEZSUE,9672,0,0,194
A87D3K9YVKTQ7,9672,1,0,6
AF9OA6LYG27BX,9672,0,0,3
A2FUMA4UR6S920,9672,0,0,7
A9KPCMO1J1LQF,9672,0,0,3
ASS4LIVDW452F,9672,0,0,5
A1YQPOF381ZJRW,9672,1,0,7
A2V3P1XE33NYC3,9672,0,0,3
A1FXXKSGZ7KVQI,9672,0,0,15
A15HVZVDQAD0UJ,9672,0,0,7
A2V3P1XE33NYC3,9685,0,0,4
A2JPOXYZM5AJZZ,9685,0,0,18
A23VQ6YY9YM32S,9685,0,0,6
AANKP2NELIU8L,9685,0,0,6
A24LUXW1DB1QI5,9685,0,0,6
ALQPGVQZEZSUE,9685,0,0,162
A2AWDYE8TVVZMV,9685,0,0,5
A3DLWGA9J3LU3H,9685,0,0,10
A1V6P1ZE6Q8YEW,9685,0,0,668
ASS4LIVDW452F,9685,0,0,6
A3K43RI91Y567E,9685,0,0,10
A36470UBRH28GO,9685,0,0,16
AOQ7MU1GAI5X1,9685,0,0,9
A9KPCMO1J1LQF,9685,0,0,4
AQRI1E9W5268O,9685,0,0,5
A26CQZGNV3GJXS,9685,0,0,328
A1FXXKSGZ7KVQI,9685,0,0,111
A3FHFGC3V9B3OJ,9685,0,0,9
AW7J1S3K29XOA,9685,0,0,13
AD5IKFAK8KN4P,9685,0,0,12
A2C7UETA9SL9SK,9689,0,0,7
A3NPYIGN1MP121,9689,0,0,10
A2QAIIROYI52KO,9689,0,0,113
A3K43RI91Y567E,9689,0,0,6
AHZJB4VTLFCJ6,9689,0,0,257
AQRI1E9W5268O,9689,0,0,6
AANKP2NELIU8L,9689,0,0,5
A2JPOXYZM5AJZZ,9689,0,0,29
ALQPGVQZEZSUE,9689,0,0,191
ADPH5QAINZCR4,9689,0,0,64
A9KPCMO1J1LQF,9689,0,0,35
AR2V2N3U8JC96,9689,0,0,7
A1OIXGF4N7O93T,9689,0,0,55
A2V3P1XE33NYC3,9689,0,0,4
A3NSX46VYD9J49,9689,0,0,128
ASS4LIVDW452F,9689,0,0,5
ASRI4XGCPE999,9689,0,0,11
A3DLWGA9J3LU3H,9689,0,0,11
A1NK6UXWXKFMC7,9689,0,0,7
A36470UBRH28GO,9689,0,0,11
A1OIXGF4N7O93T,1526,1,1,11
A3NPYIGN1MP121,1526,1,1,6
A11VJ9HVZPID81,1526,1,1,29
A25COC9WM9XVME,1526,1,1,16
A2USD3XJ7TU9Y7,1526,1,1,8
A3VDQ6HZDIPBD4,1526,0,1,72
AR2V2N3U8JC96,1526,0,1,3
A3O81LHBBI8NPK,1526,1,1,10
A1WY3YGT618GC0,1526,1,1,14
A2JPOXYZM5AJZZ,1526,1,1,31
AQRI1E9W5268O,1526,1,1,8
A2GR1NO60FBJ2,1526,1,1,32
AF9OA6LYG27BX,1526,1,1,12
AJPQEZBVJXVE9,1526,0,1,9
A2DTELFC4X0QJQ,1526,1,1,4
A1FXXKSGZ7KVQI,1526,1,1,90
ABI0GL9ER3H1M,1526,1,1,14
A1NK6UXWXKFMC7,1526,1,1,126
ALQPGVQZEZSUE,1526,0,1,197
A2V3P1XE33NYC3,1526,1,1,7
A36SM7QM8OK3H6,9719,0,0,3
A2C57JVPIOH7F2,9719,0,0,4
A3PIAHR6PGXZNT,9719,0,0,16
A1FXXKSGZ7KVQI,9719,0,0,116
A2JPOXYZM5AJZZ,9719,0,0,34
A3O81LHBBI8NPK,9719,0,0,10
A19BMRBO5UAD6H,9719,0,0,3
A3PAKT8TH3N2ZZ,9719,0,0,28
A2USD3XJ7TU9Y7,9719,0,0,4
A2ALWT2BUSXD83,9719,0,0,5
A1UUNYHX3M8O3O,9719,0,0,235
AR2V2N3U8JC96,9719,0,0,2
A2CWJRAEFZ44HU,9719,0,0,6
A3FHFGC3V9B3OJ,9719,0,0,3
A3PM8L29POUPBQ,9719,0,0,3
A23VQ6YY9YM32S,9719,0,0,2
AANKP2NELIU8L,9719,0,0,2
A11VJ9HVZPID81,9719,0,0,5
ABI0GL9ER3H1M,9719,0,0,10
A2GR1NO60FBJ2,9719,0,0,3
A2FUMA4UR6S920,9720,0,0,8
A36470UBRH28GO,9720,0,0,16
A3DY78Q4FCWTXX,9720,0,0,5
A2N3SBG44JOYJ0,9720,0,0,7
AQRI1E9W5268O,9720,0,0,8
A1WRYUFOYFF8QO,9720,0,0,359
A2QYPEWPAGGKLQ,9720,0,0,13
A1OIXGF4N7O93T,9720,0,0,9
A3NPYIGN1MP121,9720,0,0,311
A2C7UETA9SL9SK,9720,0,0,14
AF9OA6LYG27BX,9720,0,0,6
A1YQPOF381ZJRW,9720,1,0,10
A3O81LHBBI8NPK,9720,0,0,13
A2V3P1XE33NYC3,9720,0,0,8
A26CQZGNV3GJXS,9720,0,0,261
A2JPOXYZM5AJZZ,9720,0,0,38
AJPQEZBVJXVE9,9720,0,0,11
A109CH3492UU42,9720,0,0,207
A1NK6UXWXKFMC7,9720,0,0,4
A2AWDYE8TVVZMV,9720,0,0,6
AQRI1E9W5268O,9725,1,0,6
A1KGCOR8OXYR72,9725,0,0,8
A2N3SBG44JOYJ0,9725,0,0,6
A34WGHYYMQWJF0,9725,0,0,14
A1Z048705962W6,9725,0,0,6
A2Q0G9Q633CN04,9725,0,0,13
A3DY78Q4FCWTXX,9725,0,0,8
A3PIAHR6PGXZNT,9725,0,0,9
A1WRYUFOYFF8QO,9725,0,0,295
A26DN070RE46KD,9725,0,0,3
A2FUMA4UR6S920,9725,0,0,6
A1YQPOF381ZJRW,9725,1,0,6
A3FA1KFSHFVKPM,9725,0,0,360
ASS4LIVDW452F,9725,0,0,5
A3PM8L29POUPBQ,9725,0,0,5
A19BMRBO5UAD6H,9725,0,0,11
A24LUXW1DB1QI5,9725,0,0,10
A2QYPEWPAGGKLQ,9725,0,0,6
A2BLQ1GVEHJR8T,9725,0,0,44
AR2V2N3U8JC96,9725,0,0,7
AHZJB4VTLFCJ6,9741,0,0,233
A3NSX46VYD9J49,9741,0,0,87
A1UUNYHX3M8O3O,9741,1,0,21
A27I79P03I0ZPO,9741,0,0,8
ADMTRXEG43HU0,9741,0,0,6
A1OIXGF4N7O93T,9741,0,0,8
A769WXAR6I8QU,9741,0,0,4
A34WGHYYMQWJF0,9741,0,0,25
A2BLQ1GVEHJR8T,9741,0,0,54
AMUL16N6WKIRI,9741,0,0,6
A24LUXW1DB1QI5,9741,1,0,9
ASS4LIVDW452F,9741,0,0,3
A87D3K9YVKTQ7,9741,0,0,4
A3FHFGC3V9B3OJ,9741,0,0,6
A2C57JVPIOH7F2,9741,1,0,8
A166A2M31CW2C7,9741,0,0,11
A2QYPEWPAGGKLQ,9741,0,0,6
A2V3P1XE33NYC3,9741,1,0,19
AW7J1S3K29XOA,9741,1,0,33
A3PM8L29POUPBQ,9741,0,0,3
A23VQ6YY9YM32S,2989,1,1,6
A34WGHYYMQWJF0,2989,1,1,10
A9KPCMO1J1LQF,2989,1,1,5
AF9OA6LYG27BX,2989,1,1,5
A2JUIW09ZP5KFS,2989,1,1,6
A2V3P1XE33NYC3,2989,1,1,5
A3PM8L29POUPBQ,2989,1,1,4
A2N3SBG44JOYJ0,2989,1,1,4
AW7J1S3K29XOA,2989,1,1,24
A2C57JVPIOH7F2,2989,0,1,23
A3PIAHR6PGXZNT,2989,1,1,10
AQRI1E9W5268O,2989,1,1,5
A3DLWGA9J3LU3H,2989,1,1,5
A2CHE0DIBI76UU,2989,1,1,408
A2AWDYE8TVVZMV,2989,1,1,7
A3RR85PK3AV9TU,2989,1,1,13
A3NSX46VYD9J49,2989,1,1,13
AWQVNQ0PXWWX6,2989,0,1,16
A17F6LB4PVB0Z6,2989,1,1,8
A3K43RI91Y567E,2989,1,1,6
A2C7UETA9SL9SK,9816,0,0,6
A20X14OMRL0YPZ,9816,0,0,6
A3NSX46VYD9J49,9816,0,0,21
A3O81LHBBI8NPK,9816,0,0,11
A26DN070RE46KD,9816,0,0,5
A2RMJNF6IPI42F,9816,0,0,3
A19BMRBO5UAD6H,9816,0,0,5
A2AWDYE8TVVZMV,9816,0,0,17
A2JPOXYZM5AJZZ,9816,1,0,56
AD5IKFAK8KN4P,9816,1,0,11
A1YQPOF381ZJRW,9816,0,0,6
AW7J1S3K29XOA,9816,0,0,10
A3PM8L29POUPBQ,9816,0,0,2
A2V3P1XE33NYC3,9816,0,0,4
AQRI1E9W5268O,9816,1,0,6
A1FXXKSGZ7KVQI,9816,0,0,124
A3PIAHR6PGXZNT,9816,0,0,9
AR2V2N3U8JC96,9816,0,0,4
ASHOXF02ZJWXL,9816,0,0,14
ADPH5QAINZCR4,9816,0,0,32
ALQPGVQZEZSUE,1591,1,1,198
A1OIXGF4N7O93T,1591,1,1,8
AOQ7MU1GAI5X1,1591,1,1,6
AF9OA6LYG27BX,1591,1,1,7
A26CQZGNV3GJXS,1591,0,1,295
A2C7UETA9SL9SK,1591,1,1,12
A2ALWT2BUSXD83,1591,1,1,74
A1V6P1ZE6Q8YEW,1591,1,1,764
A3O81LHBBI8NPK,1591,1,1,11
AANKP2NELIU8L,1591,1,1,6
A3FHFGC3V9B3OJ,1591,1,1,10
A1WRYUFOYFF8QO,1591,1,1,178
A2JPOXYZM5AJZZ,1591,1,1,6
A2V3P1XE33NYC3,1591,1,1,7
AQORJW4W8U9YU,1591,1,1,11
AQRI1E9W5268O,1591,1,1,5
AFKZZEURTCR8U,1591,1,1,5
A22ZXHWYRRWDCL,1591,1,1,11
A24LUXW1DB1QI5,1591,1,1,15
A109CH3492UU42,1591,1,1,198
A26CQZGNV3GJXS,1597,0,1,260
A2JPOXYZM5AJZZ,1597,0,1,27
ACCXC5V05C9R9,1597,0,1,9
A3PM8L29POUPBQ,1597,0,1,5
A2V3P1XE33NYC3,1597,0,1,7
A1YQPOF381ZJRW,1597,0,1,3
AHZJB4VTLFCJ6,1597,0,1,271
A22ZXHWYRRWDCL,1597,0,1,12
A2QYPEWPAGGKLQ,1597,0,1,7
A11VJ9HVZPID81,1597,1,1,37
A109CH3492UU42,1597,0,1,93
A3NSX46VYD9J49,1597,0,1,21
A1UUNYHX3M8O3O,1597,0,1,126
A1V6P1ZE6Q8YEW,1597,0,1,608
ASRI4XGCPE999,1597,0,1,11
ADPH5QAINZCR4,1597,0,1,94
A2AWDYE8TVVZMV,1597,0,1,13
ADMTRXEG43HU0,1597,0,1,13
A3K43RI91Y567E,1597,0,1,8
ASS4LIVDW452F,1597,0,1,5
AFKZZEURTCR8U,1603,1,1,9
AF9OA6LYG27BX,1603,1,1,6
A3PIAHR6PGXZNT,1603,1,1,9
A9KPCMO1J1LQF,1603,1,1,8
A2AWDYE8TVVZMV,1603,1,1,13
A26CQZGNV3GJXS,1603,1,1,38
AANKP2NELIU8L,1603,1,1,6
A1YQPOF381ZJRW,1603,0,1,12
A36SM7QM8OK3H6,1603,1,1,6
ADMTRXEG43HU0,1603,1,1,11
AQRI1E9W5268O,1603,1,1,5
A3O81LHBBI8NPK,1603,1,1,15
A3P2LT53J1GUBG,1603,1,1,11
A2FUMA4UR6S920,1603,1,1,7
A1FXXKSGZ7KVQI,1603,1,1,62
A2CHE0DIBI76UU,1603,1,1,423
A11VJ9HVZPID81,1603,1,1,10
A2ALWT2BUSXD83,1603,1,1,4
A2RMJNF6IPI42F,1603,1,1,5
A22ZXHWYRRWDCL,1603,1,1,11
AZ8KL6F16ZS7G,1609,1,1,4
A2JUIW09ZP5KFS,1609,1,1,5
A3PAKT8TH3N2ZZ,1609,1,1,169
AQRI1E9W5268O,1609,1,1,5
AW7J1S3K29XOA,1609,1,1,9
A3NPYIGN1MP121,1609,1,1,3
A2S96ZZ70YFPSK,1609,1,1,400
A24LUXW1DB1QI5,1609,1,1,6
A1Z048705962W6,1609,1,1,6
A1OIXGF4N7O93T,1609,1,1,8
ALQPGVQZEZSUE,1609,1,1,722
A2C57JVPIOH7F2,1609,1,1,10
A2V3P1XE33NYC3,1609,1,1,5
A36SM7QM8OK3H6,1609,1,1,5
AF9OA6LYG27BX,1609,1,1,8
A3PM8L29POUPBQ,1609,1,1,5
A2JPOXYZM5AJZZ,1609,1,1,27
A1NK6UXWXKFMC7,1609,1,1,3
A27I79P03I0ZPO,1609,1,1,246
A2C7UETA9SL9SK,1609,1,1,6
A1WRYUFOYFF8QO,9815,0,0,302
A11VJ9HVZPID81,9815,0,0,5
A35DS4T8H1MWYD,9815,0,0,7
AF9OA6LYG27BX,9815,0,0,3
A3PM8L29POUPBQ,9815,0,0,4
A26CQZGNV3GJXS,9815,0,0,195
A2GR1NO60FBJ2,9815,0,0,13
A1QK90OHMNVT6N,9815,0,0,9
A1OIXGF4N7O93T,9815,0,0,5
A1TEQTP52NS7D1,9815,0,0,30
A82BT104GBNC,9815,0,0,43
A36SM7QM8OK3H6,9815,0,0,24
A3PAKT8TH3N2ZZ,9815,0,0,9
A3O81LHBBI8NPK,9815,0,0,10
A2AWDYE8TVVZMV,9815,0,0,5
A2V3P1XE33NYC3,9815,0,0,3
A1FXXKSGZ7KVQI,9815,0,0,110
A3FA1KFSHFVKPM,9815,0,0,280
A2C57JVPIOH7F2,9815,0,0,10
ADVKHM8P51FSQ,9815,0,0,4
AR2V2N3U8JC96,1639,1,1,9
A2FUMA4UR6S920,1639,1,1,10
A2JPOXYZM5AJZZ,1639,0,1,49
A23VQ6YY9YM32S,1639,1,1,5
AQRI1E9W5268O,1639,1,1,3
ADMTRXEG43HU0,1639,1,1,10
ADVKHM8P51FSQ,1639,1,1,4
A3PAKT8TH3N2ZZ,1639,1,1,285
A109CH3492UU42,1639,1,1,8
A1WY3YGT618GC0,1639,1,1,7
A9KPCMO1J1LQF,1639,1,1,163
A1NK6UXWXKFMC7,1639,1,1,17
A26CQZGNV3GJXS,1639,1,1,50
A2AWDYE8TVVZMV,1639,1,1,14
A2TR0BG1WR2KJB,1639,1,1,8
A3PIAHR6PGXZNT,1639,0,1,18
A2BLQ1GVEHJR8T,1639,1,1,78
A2QYPEWPAGGKLQ,1639,1,1,11
A2V3P1XE33NYC3,1639,1,1,5
A2RMJNF6IPI42F,1639,1,1,5
A3VDQ6HZDIPBD4,1645,1,1,11
A1QK90OHMNVT6N,1645,1,1,6
A2DTELFC4X0QJQ,1645,1,1,14
ALQPGVQZEZSUE,1645,1,1,179
ADMTRXEG43HU0,1645,1,1,4
A2XC4HFAFB1FRP,1645,1,1,4
ASS4LIVDW452F,1645,1,1,67
A1Z048705962W6,1645,1,1,221
A2GR1NO60FBJ2,1645,1,1,7
A82BT104GBNC,1645,1,1,28
A2BLQ1GVEHJR8T,1645,1,1,53
A36LOA6VLJU157,1645,1,1,9
A1V6P1ZE6Q8YEW,1645,0,1,1177
AQRI1E9W5268O,1645,1,1,3
A2USD3XJ7TU9Y7,1645,1,1,5
A19BMRBO5UAD6H,1645,1,1,8
A3RR85PK3AV9TU,1645,1,1,5
A1FXXKSGZ7KVQI,1645,1,1,66
AD5IKFAK8KN4P,1645,1,1,6
AR2V2N3U8JC96,1645,1,1,4
A166A2M31CW2C7,1648,1,1,153
A2XC4HFAFB1FRP,1648,1,1,11
A109CH3492UU42,1648,1,1,199
A9KPCMO1J1LQF,1648,1,1,7
AW7J1S3K29XOA,1648,1,1,12
A3O81LHBBI8NPK,1648,1,1,12
A23VQ6YY9YM32S,1648,1,1,7
A19BMRBO5UAD6H,1648,1,1,11
A1OIXGF4N7O93T,1648,1,1,11
ADVKHM8P51FSQ,1648,1,1,5
ANK8K5WTHJ61C,1648,1,1,619
ALQPGVQZEZSUE,1648,1,1,232
A2QYPEWPAGGKLQ,1648,1,1,11
AR2V2N3U8JC96,1648,1,1,6
A2QAIIROYI52KO,1648,1,1,251
A3PIAHR6PGXZNT,1648,1,1,8
A3NPYIGN1MP121,1648,1,1,199
A34WGHYYMQWJF0,1648,1,1,8
A2TR0BG1WR2KJB,1648,1,1,18
AF9OA6LYG27BX,1648,1,1,6
A1X0WT0A91ZCIH,8469,0,0,27
A2AWDYE8TVVZMV,8469,0,0,6
A166A2M31CW2C7,8469,0,0,14
AR2V2N3U8JC96,8469,0,0,6
A2JUIW09ZP5KFS,8469,0,0,7
A1NK6UXWXKFMC7,8469,0,0,8
A2FBT0BSFOV91D,8469,0,0,7
A3O81LHBBI8NPK,8469,0,0,8
A15HVZVDQAD0UJ,8469,0,0,218
A3PIAHR6PGXZNT,8469,0,0,13
A2C7UETA9SL9SK,8469,0,0,6
A2FUMA4UR6S920,8469,0,0,11
A1QK90OHMNVT6N,8469,0,0,14
A3PAKT8TH3N2ZZ,8469,0,0,86
A3VDQ6HZDIPBD4,8469,0,0,18
AMUL16N6WKIRI,8469,0,0,6
A2USD3XJ7TU9Y7,8469,0,0,8
A9KPCMO1J1LQF,8469,0,0,6
AANKP2NELIU8L,8469,0,0,9
AF9OA6LYG27BX,8469,0,0,4
A3PM8L29POUPBQ,1671,1,1,6
ANK8K5WTHJ61C,1671,1,1,10
A36470UBRH28GO,1671,1,1,16
AUJHICRFNP62C,1671,1,1,9
A11VJ9HVZPID81,1671,1,1,14
ASHOXF02ZJWXL,1671,1,1,15
A3O81LHBBI8NPK,1671,0,1,9
AOLFXWNS32XOE,1671,1,1,4
A1Z048705962W6,1671,1,1,5
A2RMJNF6IPI42F,1671,1,1,7
A2AWDYE8TVVZMV,1671,1,1,8
A1LZWU72K42V92,1671,0,1,234
A2JPOXYZM5AJZZ,1671,1,1,17
A2ALWT2BUSXD83,1671,1,1,10
A1NK6UXWXKFMC7,1671,1,1,8
AR2V2N3U8JC96,1671,0,1,6
A2V3P1XE33NYC3,1671,1,1,5
A19BMRBO5UAD6H,1671,1,1,8
A26CQZGNV3GJXS,1671,1,1,87
AQRI1E9W5268O,1671,1,1,6
A2JPOXYZM5AJZZ,9867,0,0,5
AF9OA6LYG27BX,9867,0,0,2
A1FXXKSGZ7KVQI,9867,0,0,58
A1YQPOF381ZJRW,9867,0,0,11
A32H5INU9CYMCI,9867,0,0,8
A3PRX6CU0P34NE,9867,0,0,139
A26CQZGNV3GJXS,9867,0,0,114
A2C7UETA9SL9SK,9867,0,0,9
ASS4LIVDW452F,9867,0,0,4
AOAZMLP27GD81,9867,0,0,391
A1MADOUB1BA0A5,9867,0,0,5
A35DS4T8H1MWYD,9867,0,0,7
A3DLWGA9J3LU3H,9867,0,0,9
A3FHFGC3V9B3OJ,9867,0,0,4
A24LUXW1DB1QI5,9867,0,0,5
ALQPGVQZEZSUE,9867,0,0,166
A3RR85PK3AV9TU,9867,0,0,29
A2USD3XJ7TU9Y7,9867,0,0,4
AJPQEZBVJXVE9,9867,0,0,3
A1NK6UXWXKFMC7,9867,0,0,5
A2JPOXYZM5AJZZ,1685,1,1,15
A3TVDFJ22T1FFN,1685,1,1,18
A1NK6UXWXKFMC7,1685,1,1,46
A769WXAR6I8QU,1685,1,1,7
A9KPCMO1J1LQF,1685,1,1,9
AW7J1S3K29XOA,1685,1,1,14
ALQPGVQZEZSUE,1685,1,1,243
AF9OA6LYG27BX,1685,1,1,5
A3K43RI91Y567E,1685,1,1,97
ASS4LIVDW452F,1685,1,1,5
A1FXXKSGZ7KVQI,1685,1,1,40
A1OIXGF4N7O93T,1685,1,1,8
A82BT104GBNC,1685,1,1,20
A2AWDYE8TVVZMV,1685,1,1,5
A2FBT0BSFOV91D,1685,1,1,6
A15HVZVDQAD0UJ,1685,1,1,73
A166A2M31CW2C7,1685,1,1,9
A2V3P1XE33NYC3,1685,1,1,5
A11VJ9HVZPID81,1685,1,1,279
A2USD3XJ7TU9Y7,1685,1,1,6
A2VTRIPL7H0IZH,9880,0,0,9
A87D3K9YVKTQ7,9880,1,0,34
A1YQPOF381ZJRW,9880,1,0,9
AW7J1S3K29XOA,9880,0,0,16
A2AWDYE8TVVZMV,9880,0,0,6
A24LUXW1DB1QI5,9880,0,0,11
A3PM8L29POUPBQ,9880,0,0,17
A1MADOUB1BA0A5,9880,0,0,61
A2V3P1XE33NYC3,9880,0,0,10
A3PIAHR6PGXZNT,9880,0,0,19
A3O81LHBBI8NPK,9880,0,0,15
ALQPGVQZEZSUE,9880,0,0,285
A15HVZVDQAD0UJ,9880,0,0,38
AF9OA6LYG27BX,9880,0,0,3
A109CH3492UU42,9880,0,0,176
A3DLWGA9J3LU3H,9880,0,0,15
A3K43RI91Y567E,9880,0,0,9
AR2V2N3U8JC96,9880,0,0,10
A10GZ0SWBZIRBK,9880,0,0,22
AQRI1E9W5268O,9880,0,0,4
ASHOXF02ZJWXL,9914,0,0,12
A2AWDYE8TVVZMV,9914,0,0,6
ASS4LIVDW452F,9914,0,0,6
A2V3P1XE33NYC3,9914,0,0,4
A3PM8L29POUPBQ,9914,0,0,3
A2TR0BG1WR2KJB,9914,0,0,14
