,uid,topic_item,rankings,labelstr
11,5,60,"[ 452 1116   98  489  730  441  174  719  642 1009 1024  454  557 1128
  768  334  697  342  305  658  102 1115  914  394  685]","[ 452 1116   98  489  730  441  174  719  642 1009 1024  454  557 1128
  768  334  697  342  305  658  102 1115  914  394  685]"
12,5,65,"[ 908 1071  821  906 1080  415 1085  176 1066  184 1060  972  996  611
 1081  287  255  248  355  977 1076  252 1079 1070 1077]","[ 908 1071  821  906 1080  415 1085  176 1066  184 1060  972  996  611
 1081  287  255  248  355  977 1076  252 1079 1070 1077]"
13,5,82,"[ 684  553  711  200  936 1169 1025 1044  802  638  477  201  473   15
   28  681  733  293  603   72 1043 1127  911  937  935]","[ 684  553  711  200  936 1169 1025 1044  802  638  477  201  473   15
   28  681  733  293  603   72 1043 1127  911  937  935]"
14,5,83,"[ 787 1188 1038  276  822 1156  139  318  773 1114  774 1010 1102  486
  116  769 1170 1012  893  217  134  793   82  722  459]","[ 787 1188 1038  276  822 1156  139  318  773 1114  774 1010 1102  486
  116  769 1170 1012  893  217  134  793   82  722  459]"
15,5,86,"[ 296 1118 1028  803 1049  419  515  258   25  412  902  426  522  943
  956  628  343    9   14  446   85 1073   90  491   17]","[ 296 1118 1028  803 1049  419  515  258   25  412  902  426  522  943
  956  628  343    9   14  446   85 1073   90  491   17]"
16,5,87,"[ 631  274 1117  404  866 1191  395  498  229  983 1110  960  606  435
  877  932  988  713  530  989  874  411 1090   84  148]","[ 631  274 1117  404  866 1191  395  498  229  983 1110  960  606  435
  877  932  988  713  530  989  874  411 1090   84  148]"
17,5,93,"[ 762  634  291  859  563  763  646 1158  303  637  329  537  166 1069
  675  636  731  643  587  651  510  565  325  511  571]","[ 762  634  291  859  563  763  646 1158  303  637  329  537  166 1069
  675  636  731  643  587  651  510  565  325  511  571]"
18,5,98,"[ 155  990  422  498  932  633  395  983  698 1161  713  874 1192 1140
  530 1187  606  148  811  866  500  920  108  631 1191]","[ 155  990  422  498  932  633  395  983  698 1161  713  874 1192 1140
  530 1187  606  148  811  866  500  920  108  631 1191]"
19,5,99,"[ 386  383  839  232  855  380  539  535   50  840  668  942 1064  984
  277  197  848  188  552 1178  143  856  462  194  322]","[ 386  383  839  232  855  380  539  535   50  840  668  942 1064  984
  277  197  848  188  552 1178  143  856  462  194  322]"
0,6,2,"[ 694  420  234  801  985  993  144  103  464 1093 1097  991    8  804
  939 1051   58  994 1056  987  933  665  808   75  280]","[ 694  420  234  801  985  993  144  103  464 1093 1097  991    8  804
  939 1051   58  994 1056  987  933  665  808   75  280]"
1,6,7,"[ 172  479 1028  515  418  759  491  446 1053  574 1061  412   25   90
 1049   85 1096   14  687  296 1118  258  343  628  770]","[ 172  479 1028  515  418  759  491  446 1053  574 1061  412   25   90
 1049   85 1096   14  687  296 1118  258  343  628  770]"
2,6,11,"[ 414  507  841  238  949  399  828 1182 1074  101  919  219  536  436
  437  548  885  447  809 1177  529 1193  149   87  231]","[ 414  507  841  238  949  399  828 1182 1074  101  919  219  536  436
  437  548  885  447  809 1177  529 1193  149   87  231]"
3,6,16,"[410 181 586 509  71 670 240 567 596 113 630 478  81  66 601 398 428  64
 313 516 151 916 505 597 331]","[410 181 586 509  71 670 240 567 596 113 630 478  81  66 601 398 428  64
 313 516 151 916 505 597 331]"
4,6,17,"[ 631  811  404  229  411  698  155  988  761 1187  504  498  422  713
  920  756 1191  948 1195 1161  990  983  877  960 1117]","[ 631  811  404  229  411  698  155  988  761 1187  504  498  422  713
  920  756 1191  948 1195 1161  990  983  877  960 1117]"
5,6,23,"[ 124  813  823 1130  917  754  820  483  518  865  900  807  924  448
 1006 1001 1113  612  667  899  755   27  267  819  283]","[ 124  813  823 1130  917  754  820  483  518  865  900  807  924  448
 1006 1001 1113  612  667  899  755   27  267  819  283]"
6,6,33,"[ 313  202  586  205  171   66 1104  331  456   80  151   52   64 1185
  871  309  898  509  428  524  410  567  113  240  401]","[ 313  202  586  205  171   66 1104  331  456   80  151   52   64 1185
  871  309  898  509  428  524  410  567  113  240  401]"
7,6,38,"[   3 1039   58   22  225  135  145  284  264 1057  327  420 1056  390
    8  464  991 1040  103  933  508  804  665  985  280]","[   3 1039   58   22  225  135  145  284  264 1057  327  420 1056  390
    8  464  991 1040  103  933  508  804  665  985  280]"
8,6,42,"[ 124 1001  857   55  547  417  820   41  689  593  924  755 1113  900
 1130  754  310  559  521  813  278  890  737  917  918]","[ 124 1001  857   55  547  417  820   41  689  593  924  755 1113  900
 1130  754  310  559  521  813  278  890  737  917  918]"
9,6,48,"[1017  878  161  749  222 1198  588  872  879  468  894  470 1055  168
  445  203  221   54  160  889  886  460  467  881   59]","[1017  878  161  749  222 1198  588  872  879  468  894  470 1055  168
  445  203  221   54  160  889  886  460  467  881   59]"
10,6,49,"[ 195 1041  447  436  238  809  388  723  548 1182   93  270  885  507
  913  437    7 1031  566  231  841  297  360  536  458]","[ 195 1041  447  436  238  809  388  723  548 1182   93  270  885  507
  913  437    7 1031  566  231  841  297  360  536  458]"
11,6,57,"[ 553  204  275  639  781  295  477  201 1169  934   72 1025  474  911
 1044 1127  711  603  403  937  482  686 1004  692   20]","[ 553  204  275  639  781  295  477  201 1169  934   72 1025  474  911
 1044 1127  711  603  403  937  482  686 1004  692   20]"
12,6,60,"[ 452  174  557  156   98 1116 1024 1023  489 1009  590   42  441   47
 1128  719  335  642  334   35 1171  526  695  658  523]","[ 452  174  557  156   98 1116 1024 1023  489 1009  590   42  441   47
 1128  719  335  642  334   35 1171  526  695  658  523]"
13,6,65,"[1071 1081  415  176  906  821  355  429 1077  972 1060 1085  118  575
  977  611  996 1086 1070  356 1080  908 1131 1172  442]","[1071 1081  415  176  906  821  355  429 1077  972 1060 1085  118  575
  977  611  996 1086 1070  356 1080  908 1131 1172  442]"
14,6,79,"[1144   57  237  959 1173  344  187  397  330  333  320  332  765  961
  750  940  405   44 1150 1189  353  257 1105 1148 1160]","[1144   57  237  959 1173  344  187  397  330  333  320  332  765  961
  750  940  405   44 1150 1189  353  257 1105 1148 1160]"
15,6,84,"[1172  442  123 1076 1082 1087 1086  876 1070  611  977 1079  185  352
  355 1131 1060  287  184 1085  575  252 1137  248  858]","[1172  442  123 1076 1082 1087 1086  876 1070  611  977 1079  185  352
  355 1131 1060  287  184 1085  575  252 1137  248  858]"
16,6,88,"[ 471  789  339  359 1126  619 1123  362  251 1027  196  443  226  702
  812  341 1186  361  533 1015  806  157  150 1098 1026]","[ 471  789  339  359 1126  619 1123  362  251 1027  196  443  226  702
  812  341 1186  361  533 1015  806  157  150 1098 1026]"
17,6,89,"[ 522  758  543  258 1103 1049  943  902   14 1094 1096  343 1061  491
  296  426   21    9   17   85  479 1073  172 1028  628]","[ 522  758  543  258 1103 1049  943  902   14 1094 1096  343 1061  491
  296  426   21    9   17   85  479 1073  172 1028  628]"
18,6,92,"[ 215  868  189 1005  369 1174  766  300  745  434  112   19   73  962
 1089  519  223   23  393  862  475  938  598  136   76]","[ 215  868  189 1005  369 1174  766  300  745  434  112   19   73  962
 1089  519  223   23  393  862  475  938  598  136   76]"
19,6,97,"[ 188  540 1064  194  668  299  143  211 1122  163  855  232  235  839
  662  856  277  840   50  462  616  191  539  792  531]","[ 188  540 1064  194  668  299  143  211 1122  163  855  232  235  839
  662  856  277  840   50  462  616  191  539  792  531]"
0,7,0,"[  40  192   37  520   34  208  384 1179  690   53  209   29  207 1175
   31 1180  396  424  178   16  736  249  389  546   62]","[  40  192   37  520   34  208  384 1179  690   53  209   29  207 1175
   31 1180  396  424  178   16  736  249  389  546   62]"
1,7,1,"[ 502  644  646  166 1069  537  561  640  778  645  325  634  578  635
  657  563  656  643  291  651  581  636  510  511  568]","[ 502  644  646  166 1069  537  561  640  778  645  325  634  578  635
  657  563  656  643  291  651  581  636  510  511  568]"
2,7,8,"[ 279  952  726  214  654  476  311  243  314  534  845   39  484 1050
   46 1132  513  285 1120  895  402 1011  727  408  292]","[ 279  952  726  214  654  476  311  243  314  534  845   39  484 1050
   46 1132  513  285 1120  895  402 1011  727  408  292]"
3,7,12,"[1099 1100  316  290  289  413  271 1019  374  366  247  602  370 1033
  315  671   89 1153  672  193  772  372  847  368  262]","[1099 1100  316  290  289  413  271 1019  374  366  247  602  370 1033
  315  671   89 1153  672  193  772  372  847  368  262]"
4,7,14,"[ 832  976  175  958  850  970  923  975  158  974  739  421  440  966
  210  481 1197  969  998  854  661  385  650  753  490]","[ 832  976  175  958  850  970  923  975  158  974  739  421  440  966
  210  481 1197  969  998  854  661  385  650  753  490]"
5,7,19,"[ 767  629  122 1164  591  506  691  732 1013  742  117  833  784  709
  705 1021  925 1139  649  708  125  707 1165  715  121]","[ 767  629  122 1164  591  506  691  732 1013  742  117  833  784  709
  705 1021  925 1139  649  708  125  707 1165  715  121]"
6,7,35,"[ 529  536 1193  447 1074  919 1041  723 1155  930  458  238  360  507
  721   87  101  219  195  828  146  297  149  841  239]","[ 529  536 1193  447 1074  919 1041  723 1155  930  458  238  360  507
  721   87  101  219  195  828  146  297  149  841  239]"
7,7,41,"[ 786  907  244  847  512 1141  666  372  271 1153  294  262  772  602
  247 1196  368  373  315  193 1099  622  272  796  241]","[ 786  907  244  847  512 1141  666  372  271 1153  294  262  772  602
  247 1196  368  373  315  193 1099  622  272  796  241]"
8,7,42,"[ 124  857  900   55  755   41 1001  815  521  820  890  198  689  319
  417  283  559  547  109  483  917  865  448  826  612]","[ 124  857  900   55  755   41 1001  815  521  820  890  198  689  319
  417  283  559  547  109  483  917  865  448  826  612]"
9,7,52,"[ 340 1103  543   25  770 1094    9 1049   48   21  943  343   14  258
  426  759   90  803 1096  479  758  515  412  491  687]","[ 340 1103  543   25  770 1094    9 1049   48   21  943  343   14  258
  426  759   90  803 1096  479  758  515  412  491  687]"
10,7,53,"[ 619 1166 1059 1186 1133 1027  779  341  339  533 1167  806  810  157
  387  741  884  471 1037  702  196  443  860   68 1098]","[ 619 1166 1059 1186 1133 1027  779  341  339  533 1167  806  810  157
  387  741  884  471 1037  702  196  443  860   68 1098]"
11,7,58,"[ 840  531  462  322  191  120 1178  383  235  261  931  554 1122  376
  540  163  662  380   50  386  242  299  792  848  855]","[ 840  531  462  322  191  120 1178  383  235  261  931  554 1122  376
  540  163  662  380   50  386  242  299  792  848  855]"
12,7,68,"[1178  856  903  380  668  839  560  120  535  188  163  462  194  299
  197  662  540  870  554  261  531  232  242  383 1122]","[1178  856  903  380  668  839  560  120  535  188  163  462  194  299
  197  662  540  870  554  261  531  232  242  383 1122]"
13,7,69,"[ 185 1083  442  611  415  972 1075  977 1060  287  555  176  575  821
  858  252 1070  908 1086 1131 1071  904  355  123  184]","[ 185 1083  442  611  415  972 1075  977 1060  287  555  176  575  821
  858  252 1070  908 1086 1131 1071  904  355  123  184]"
14,7,74,"[ 612  819  754   41  559  813   27  918  127  900  823 1001  826  947
  319  924  689 1006   55  306  310  593  278  820  283]","[ 612  819  754   41  559  813   27  918  127  900  823 1001  826  947
  319  924  689 1006   55  306  310  593  278  820  283]"
15,7,75,"[ 188  194  242  114  531  896  120  250  462  839  848 1178  984  552
  856  143  535  855  256  539 1064  616  798  662  277]","[ 188  194  242  114  531  896  120  250  462  839  848 1178  984  552
  856  143  535  855  256  539 1064  616  798  662  277]"
16,7,76,"[302 215 743  76  23 791  36 766 829 745 562 744 136 962 542 427 475 625
 595 740 115 223 862 434 431]","[302 215 743  76  23 791  36 766 829 745 562 744 136 962 542 427 475 625
 595 740 115 223 862 434 431]"
17,7,78,"[1186 1027 1166 1133  806  702  251  619  812  810  471 1123  226  860
  157  615  789 1036 1015  364 1026  533   68 1059 1058]","[1186 1027 1166 1133  806  702  251  619  812  810  471 1123  226  860
  157  615  789 1036 1015  364 1026  533   68 1059 1058]"
18,7,93,"[ 647 1158  651  303  579  675  325  637  291  510  763  565  657  927
 1069  645  568  537  350  563  635 1035  561  656  569]","[ 647 1158  651  303  579  675  325  637  291  510  763  565  657  927
 1069  645  568  537  350  563  635 1035  561  656  569]"
19,7,96,"[1017  470 1032  468  164  883  588  878  887  889  445  167  162  886
  888 1125   59  749  869  222  528  160  286  872 1198]","[1017  470 1032  468  164  883  588  878  887  889  445  167  162  886
  888 1125   59  749  869  222  528  160  286  872 1198]"
0,8,3,"[ 425   20 1004  473  482  603 1043  477  686  936  275  720  638  639
 1044  681  673  937   72  934  474  935  684 1025  403]","[ 425   20 1004  473  482  603 1043  477  686  936  275  720  638  639
 1044  681  673  937   72  934  474  935  684 1025  403]"
1,8,8,"[ 726  279  654  243  476  952  214  311  534  314  845 1050   39  484
   46 1011  402  513 1132 1120  895  285  727  408  292]","[ 726  279  654  243  476  952  214  311  534  314  845 1050   39  484
   46 1011  402  513 1132 1120  895  285  727  408  292]"
2,8,11,"[ 414  507  841  238  949 1074  399  828  536 1182  436  919  101  809
  231  219  529  447  548   70 1193  437 1041   87  146]","[ 414  507  841  238  949 1074  399  828  536 1182  436  919  101  809
  231  219  529  447  548   70 1193  437 1041   87  146]"
3,8,24,"[ 484  285  513  469  243  617 1011  279  945 1050 1132  777 1042  951
  964 1135 1136 1120  851   60  408  292  621  600  311]","[ 484  285  513  469  243  617 1011  279  945 1050 1132  777 1042  951
  964 1135 1136 1120  851   60  408  292  621  600  311]"
4,8,29,"[ 250  798  242  554  211  662  386  535  462  322  380  188 1178  232
  256  277  896  855  120  616  540  197  539 1122  942]","[ 250  798  242  554  211  662  386  535  462  322  380  188 1178  232
  256  277  896  855  120  616  540  197  539 1122  942]"
5,8,31,"[1193  913 1182  828  101    7  238  436  809   93  437  146  507  266
  536  414  548  360  930  388  149  544  270  949  566]","[1193  913 1182  828  101    7  238  436  809   93  437  146  507  266
  536  414  548  360  930  388  149  544  270  949  566]"
6,8,32,"[ 362 1167  702  341 1133  615 1166   68 1036  779  364  361 1098  741
  533 1027  472  226  196 1157  884  339  712 1059  387]","[ 362 1167  702  341 1133  615 1166   68 1036  779  364  361 1098  741
  533 1027  472  226  196 1157  884  339  712 1059  387]"
7,8,34,"[ 396   31  208  982 1180   37  546  453 1179  624  384  979   34   38
  728 1176  620  389 1175  688  209   16   29  207  424]","[ 396   31  208  982 1180   37  546  453 1179  624  384  979   34   38
  728 1176  620  389 1175  688  209   16   29  207  424]"
8,8,46,"[ 30 627 111  94 699 963 735  43  61  12 190 674 298 180 999 126  51 700
 957 915 406  11 273  33 129]","[ 30 627 111  94 699 963 735  43  61  12 190 674 298 180 999 126  51 700
 957 915 406  11 273  33 129]"
9,8,57,"[ 553  275  204  935  200   28  433  937 1169  934  682  781  692  817
 1044  639  603  293  474  802  473   72  295  673  482]","[ 553  275  204  935  200   28  433  937 1169  934  682  781  692  817
 1044  639  603  293  474  802  473   72  295  673  482]"
10,8,64,"[ 211 1178  870  197  261  250  531  668  554  235  848  560  984  616
  798  903  539  194  232  242  462  855  535  322  191]","[ 211 1178  870  197  261  250  531  668  554  235  848  560  984  616
  798  903  539  194  232  242  462  855  535  322  191]"
11,8,66,"[ 566  930 1182  238  297 1155  149  721  414  828  949  219   87   70
  146 1112  841  919   93  458  544  388 1041  231  614]","[ 566  930 1182  238  297 1155  149  721  414  828  949  219   87   70
  146 1112  841  919   93  458  544  388 1041  231  614]"
12,8,70,"[1096  758  412 1107  515 1118   48  392  628  343 1073  371  418  759
  340 1061  574  770   49   17 1103 1101 1046 1028    9]","[1096  758  412 1107  515 1118   48  392  628  343 1073  371  418  759
  340 1061  574  770   49   17 1103 1101 1046 1028    9]"
13,8,71,"[1100  241  847  676  294  247  272  897  580  154  666  315  373  944
  366  672  374  368 1141  907  796 1019  671  262  583]","[1100  241  847  676  294  247  272  897  580  154  666  315  373  944
  366  672  374  368 1141  907  796 1019  671  262  583]"
14,8,72,"[ 627  679  699  760  999  406   94   95  269  111   30  263  957  735
  700  100  915  228  273  260 1183   51   12  126  963]","[ 627  679  699  760  999  406   94   95  269  111   30  263  957  735
  700  100  915  228  273  260 1183   51   12  126  963]"
15,8,80,"[ 176 1077 1083  415  287  184  123  255  248  977  575  355  555 1079
 1080 1082 1085 1137 1131  876 1172  821  382  442  352]","[ 176 1077 1083  415  287  184  123  255  248  977  575  355  555 1079
 1080 1082 1085 1137 1131  876 1172  821  382  442  352]"
16,8,84,"[ 184 1131  355  352  442  429 1082  977  972  185 1075  123  248 1086
  176 1076  876 1172 1081  912 1060  908  906 1087 1085]","[ 184 1131  355  352  442  429 1082  977  972  185 1075  123  248 1086
  176 1076  876 1172 1081  912 1060  908  906 1087 1085]"
17,8,87,"[ 631  274  395  498  866 1090   92 1117  698  530  932  877  761  910
 1191 1195  921  713  606  874  948  435 1187  960  500]","[ 631  274  395  498  866 1090   92 1117  698  530  932  877  761  910
 1191 1195  921  713  606  874  948  435 1187  960  500]"
18,8,98,"[ 633  422  990  148  155 1192  948  932  498 1117  920  530   92  500
 1187  551  989  713  921  108  877  411  811  698  960]","[ 633  422  990  148  155 1192  948  932  498 1117  920  530   92  500
 1187  551  989  713  921  108  877  411  811  698  960]"
19,8,99,"[ 535  277  839  383   50  232  386  539  931  942  856  242  848  235
  840 1178  143  299  552 1064  668 1122  188  870  616]","[ 535  277  839  383   50  232  386  539  931  942  856  242  848  235
  840 1178  143  299  552 1064  668 1122  188  870  616]"
0,9,2,"[ 420  694  234  801  985  993  144  103 1093  464  991 1097  804  939
  994    8   58 1056 1051  933  987  665  808   75  280]","[ 420  694  234  801  985  993  144  103 1093  464  991 1097  804  939
  994    8   58 1056 1051  933  987  665  808   75  280]"
1,9,7,"[ 172  479 1028  515  418  759  446  491 1061 1053   90  574   85  296
   14 1049   25  412 1096 1118  687  956  770  628  343]","[ 172  479 1028  515  418  759  446  491 1061 1053   90  574   85  296
   14 1049   25  412 1096 1118  687  956  770  628  343]"
2,9,8,"[ 726  279  952  214  476  654  243  311  314  534  845 1050   39  484
   46 1132  513  285 1011 1120  402  292  895  408  727]","[ 726  279  952  214  476  654  243  311  314  534  845 1050   39  484
   46 1132  513  285 1011 1120  402  292  895  408  727]"
3,9,23,"[1130  124  823 1113  899  917 1001  667  918  501  612  267  831  754
  417  518 1006  865  593  813  815  448  283  890   55]","[1130  124  823 1113  899  917 1001  667  918  501  612  267  831  754
  417  518 1006  865  593  813  815  448  283  890   55]"
4,9,29,"[ 798  242  250  120  662  163  322 1178  188  462  616  535  896  386
 1064  554  380  539 1122  232  211  197  299  540  191]","[ 798  242  250  120  662  163  322 1178  188  462  616  535  896  386
 1064  554  380  539 1122  232  211  197  299  540  191]"
5,9,34,"[1179  396  982  384  926   37  208   29 1180  389  207  453  192   31
   45   18  620   34  624   96   38  178 1176  979  424]","[1179  396  982  384  926   37  208   29 1180  389  207  453  192   31
   45   18  620   34  624   96   38  178 1176  979  424]"
6,9,47,"[ 396  738   18   29   34 1180  480  218 1175   96   53   38  979  207
  389   26  178  384 1176 1065   45  424  618  728   16]","[ 396  738   18   29   34 1180  480  218 1175   96   53   38  979  207
  389   26  178  384 1176 1065   45  424  618  728   16]"
7,9,50,"[ 313  152  871  601  916  401  202  358   69  626  428  199  505  524
 1185  516 1104  240  309  181  586  955   64  478   81]","[ 313  152  871  601  916  401  202  358   69  626  428  199  505  524
 1185  516 1104  240  309  181  586  955   64  478   81]"
8,9,51,"[ 338  107  605  317  592  455   77  449  757  852  444  608  710  438
  604  128  771  348  652 1018   83  494 1063   56  349]","[ 338  107  605  317  592  455   77  449  757  852  444  608  710  438
  604  128  771  348  652 1018   83  494 1063   56  349]"
9,9,62,"[ 692 1025  603  911  817  935  953  639  293  474  204   20 1043  686
  295  781  403  802  433   72  681  641  477  201 1004]","[ 692 1025  603  911  817  935  953  639  293  474  204   20 1043  686
  295  781  403  802  433   72  681  641  477  201 1004]"
10,9,63,"[1150  816 1078   44 1151  950  257  405  765  397 1088  794  344 1146
  268  959  187   57  750 1149  653  549  353 1152  407]","[1150  816 1078   44 1151  950  257  405  765  397 1088  794  344 1146
  268  959  187   57  750 1149  653  549  353 1152  407]"
11,9,65,"[ 176  442  255  575  611  184 1131 1060 1066 1080 1085 1071  355  972
 1081 1077  906  996  382  858 1076  429 1070  908  977]","[ 176  442  255  575  611  184 1131 1060 1066 1080 1085 1071  355  972
 1081 1077  906  996  382  858 1076  429 1070  908  977]"
12,9,73,"[ 938 1174  519 1008   76  475  189 1007  625  595  868  357  302  300
  598  744  562  584  829  680  962  862   23  431  867]","[ 938 1174  519 1008   76  475  189 1007  625  595  868  357  302  300
  598  744  562  584  829  680  962  862   23  431  867]"
13,9,76,"[ 680  862 1005  115  744 1089  891  189  791  475  829  598  427 1174
  215  562  302  584  434  431   36  519  805  745  867]","[ 680  862 1005  115  744 1089  891  189  791  475  829  598  427 1174
  215  562  302  584  434  431   36  519  805  745  867]"
14,9,77,"[1014  161  236  882  460 1055  894  880 1032  203  873  186  467  869
  160  878  445  470   59   88  463  881  588 1198  573]","[1014  161  236  882  460 1055  894  880 1032  203  873  186  467  869
  160  878  445  470   59   88  463  881  588 1198  573]"
15,9,82,"[ 473  802  553  474  201  638  684  433 1025  477  936   20  403  632
  295  911   28  692  204 1043  937  681 1044  682  639]","[ 473  802  553  474  201  638  684  433 1025  477  936   20  403  632
  295  911   28  692  204 1043  937  681 1044  682  639]"
16,9,86,"[1073   48  758  258  803  296   25  956  343  426  687   49  522  515
  446    9 1107 1028   85  419   14  491   17 1118  479]","[1073   48  758  258  803  296   25  956  343  426  687   49  522  515
  446    9 1107 1028   85  419   14  491   17 1118  479]"
17,9,96,"[ 54 588 888 468  88 749 880 445 161 160 203 222 613 286 470 872 528 886
 748  59 168 878 167 881 887]","[ 54 588 888 468  88 749 880 445 161 160 203 222 613 286 470 872 528 886
 748  59 168 878 167 881 887]"
18,9,97,"[ 540  188  256  299  662  616 1064 1178  277  143  839  261  531  211
  232   50  552  848  903  554  855  163  840  322  194]","[ 540  188  256  299  662  616 1064 1178  277  143  839  261  531  211
  232   50  552  848  903  554  855  163  840  322  194]"
19,9,99,"[ 277  232  386  839  848   50  668  942  798  840  261  984  855  235
  462  383  256  322  931  191 1064 1178  792  299  539]","[ 277  232  386  839  848   50  668  942  798  840  261  984  855  235
  462  383  256  322  931  191 1064 1178  792  299  539]"
0,10,2,"[ 420  694  234  801  985  993  144  103  464 1093  991 1097  939    8
   58 1056  994  804 1051  987  933  665  808 1045  280]","[ 420  694  234  801  985  993  144  103  464 1093  991 1097  939    8
   58 1056  994  804 1051  987  933  665  808 1045  280]"
1,10,9,"[ 312 1068  432   63 1029   74 1092  909  664  183  570  825   13  391
 1145  928   65  541  922  378  326  461   78 1121  892]","[ 312 1068  432   63 1029   74 1092  909  664  183  570  825   13  391
 1145  928   65  541  922  378  326  461   78 1121  892]"
2,10,10,"[1023  655  701  696  669  590  156 1024  730  997  305   35  182  523
  719  526 1116  557  849  830  334   99 1009  697  768]","[1023  655  701  696  669  590  156 1024  730  997  305   35  182  523
  719  526 1116  557  849  830  334   99 1009  697  768]"
3,10,12,"[1100 1099  271  289  316  290  247  413  672  847  370  366 1019  671
  373  193  374 1033  602  772  262  315  154  368   89]","[1100 1099  271  289  316  290  247  413  672  847  370  366 1019  671
  373  193  374 1033  602  772  262  315  154  368   89]"
4,10,16,"[ 181  410   71  567  509  240  586  670  596   66  113   81  630  151
  597   64  398 1108  955  916  505  601  516  199  478]","[ 181  410   71  567  509  240  586  670  596   66  113   81  630  151
  597   64  398 1108  955  916  505  601  516  199  478]"
5,10,25,"[ 30 180 729 760 281 100 746 111 451 963 915 228 699  12 126 173 627  11
 735 718 263  95  61 714  24]","[ 30 180 729 760 281 100 746 111 451 963 915 228 699  12 126 173 627  11
 735 718 263  95  61 714  24]"
6,10,35,"[ 536  447  723 1041  529 1074   93  919  721  828 1155  507  544  195
  219  841   87  360  949 1193  436  101  399  885 1182]","[ 536  447  723 1041  529 1074   93  919  721  828 1155  507  544  195
  219  841   87  360  949 1193  436  101  399  885 1182]"
7,10,43,"[1024  452  768   42  321  335  441  156  914  489 1128  174   98  590
 1023  102  523   99  658  655  346  454  526  305  701]","[1024  452  768   42  321  335  441  156  914  489 1128  174   98  590
 1023  102  523   99  658  655  346  454  526  305  701]"
8,10,48,"[1198  367  466  749  445  467  894  161  222  221  470   54  872  889
  167  886  463 1017  460  879  883  869  588   88  203]","[1198  367  466  749  445  467  894  161  222  221  470   54  872  889
  167  886  463 1017  460  879  883  869  588   88  203]"
9,10,54,"[ 804 1051  985  234  993  808  147  264  225  265  991    4  994  464
  145  665 1056 1040  135    2 1045  801  327  103   22]","[ 804 1051  985  234  993  808  147  264  225  265  991    4  994  464
  145  665 1056 1040  135    2 1045  801  327  103   22]"
10,10,59,"[  45  837  209   16  736 1179  558  218  178  520  690 1065  453  546
 1184  480  688  738   34   38  396  288  624   37   62]","[  45  837  209   16  736 1179  558  218  178  520  690 1065  453  546
 1184  480  688  738   34   38  396  288  624   37   62]"
11,10,64,"[1178  211  668  235  322  870  662  855  261  197  143  232  560  798
  535  539  942  984  188  554  616  848  531  114  931]","[1178  211  668  235  322  870  662  855  261  197  143  232  560  798
  535  539  942  984  188  554  616  848  531  114  931]"
12,10,69,"[ 442 1070  252  972  185 1060 1172  906  575 1080  382  996 1083  176
 1066  287 1082 1071  429  821 1131 1075  184  980 1077]","[ 442 1070  252  972  185 1060 1172  906  575 1080  382  996 1083  176
 1066  287 1082 1071  429  821 1131 1075  184  980 1077]"
13,10,73,"[ 938   23  584  680  743  868  542  223  598   73  393  740  369  189
 1174  962 1007  562  300  595  891  766  215  829  357]","[ 938   23  584  680  743  868  542  223  598   73  393  740  369  189
 1174  962 1007  562  300  595  891  766  215  829  357]"
14,10,75,"[ 188  531  114  848  616  376  855  242 1178  261  250  662  903  256
  896  870  984  552  539  232  462  211  191  197  792]","[ 188  531  114  848  616  376  855  242 1178  261  250  662  903  256
  896  870  984  552  539  232  462  211  191  197  792]"
15,10,81,"[ 471 1037  884  812  362  810 1133 1186  619 1015 1168 1098 1123 1026
  443 1059  860  806  779 1027  789  712  780 1126 1058]","[ 471 1037  884  812  362  810 1133 1186  619 1015 1168 1098 1123 1026
  443 1059  860  806  779 1027  789  712  780 1126 1058]"
16,10,85,"[ 984  462  299  380  376  798  870 1122  120  792  256  188  197  839
 1178  242  616  211  250  668  232  848  114  840  539]","[ 984  462  299  380  376  798  870 1122  120  792  256  188  197  839
 1178  242  616  211  250  668  232  848  114  840  539]"
17,10,90,"[ 927  731  640  564  329  510  859  636  646  645  579  581  656  303
  563  511  568  657  517  571  644  651  634 1034  502]","[ 927  731  640  564  329  510  859  636  646  645  579  581  656  303
  563  511  568  657  517  571  644  651  634 1034  502]"
18,10,91,"[ 303  166  946  731  571  675  568  637  350  643  651  647  635  564
  587  177  325 1022  646  291  579 1069  634  636 1034]","[ 303  166  946  731  571  675  568  637  350  643  651  647  635  564
  587  177  325 1022  646  291  579 1069  634  636 1034]"
19,10,98,"[ 148 1140  422  874  761  530  606  633  932  550  108  498  983  155
  990  379  363 1117 1195  756  989 1090  960  948  877]","[ 148 1140  422  874  761  530  606  633  932  550  108  498  983  155
  990  379  363 1117 1195  756  989 1090  960  948  877]"
0,11,2,"[ 694  420  234  801  985  144  993  464  103 1097 1093  991  939  804
 1056 1051  994   58    8  933  280  987   75  665  808]","[ 694  420  234  801  985  144  993  464  103 1097 1093  991  939  804
 1056 1051  994   58    8  933  280  987   75  665  808]"
1,11,8,"[ 952  726  279  654  214  476  314  243  311  845  534  484 1050   39
   46 1132  285  513 1120 1011  895  727  402  292  469]","[ 952  726  279  654  214  476  314  243  311  845  534  484 1050   39
   46 1132  285  513 1120 1011  895  727  402  292  469]"
