,uid,item,annotation,pred_uerr
500,51,77,"[([432.0, 141.0], [555.0, 368.0]), ([504.0, 204.0], [648.0, 415.0]), ([584.0, 16.0], [699.0, 221.0]), ([457.0, 0.0], [621.0, 157.0]), ([777.0, 20.0], [978.0, 225.0]), ([846.0, 167.0], [1004.0, 401.0]), ([512.0, 147.0], [929.0, 683.0]), ([21.0, 18.0], [523.0, 683.0])]",0.6146827625184413
501,89,77,"[([56.0, 2.0], [449.0, 631.0]), ([585.0, 185.0], [989.0, 638.0]), ([585.0, 23.0], [682.0, 200.0]), ([480.0, 9.0], [577.0, 160.0]), ([799.0, 23.0], [957.0, 211.0]), ([437.0, 136.0], [583.0, 482.0])]",0.6352678572638568
502,193,77,"[([755.0, 11.0], [944.0, 226.0]), ([414.0, 3.0], [608.0, 261.0]), ([8.0, 16.0], [896.0, 683.0]), ([20.0, 181.0], [995.0, 681.0])]",0.4891951796974725
503,82,77,"[([26.0, 15.0], [432.0, 657.0]), ([618.0, 179.0], [946.0, 683.0]), ([782.0, 9.0], [931.0, 190.0]), ([592.0, 32.0], [710.0, 219.0]), ([452.0, 140.0], [574.0, 303.0]), ([499.0, 6.0], [583.0, 107.0]), ([0.0, 48.0], [47.0, 156.0])]",0.5509336984102476
504,14,34,"[([841.0, 346.0], [993.0, 667.0]), ([545.0, 165.0], [671.0, 460.0]), ([489.0, 125.0], [606.0, 490.0]), ([296.0, 117.0], [401.0, 441.0]), ([145.0, 0.0], [303.0, 347.0]), ([43.0, 365.0], [304.0, 710.0]), ([375.0, 402.0], [690.0, 675.0])]",0.5478849478369842
505,6,34,"[([151.0, 3.0], [293.0, 128.0]), ([31.0, 358.0], [312.0, 738.0]), ([482.0, 145.0], [597.0, 412.0]), ([587.0, 149.0], [633.0, 237.0]), ([832.0, 336.0], [1006.0, 675.0]), ([368.0, 399.0], [643.0, 662.0])]",0.623214965839187
506,64,34,"[([556.0, 160.0], [648.0, 420.0]), ([456.0, 138.0], [594.0, 436.0]), ([247.0, 114.0], [399.0, 374.0]), ([46.0, 111.0], [171.0, 601.0]), ([155.0, 5.0], [274.0, 225.0]), ([33.0, 363.0], [301.0, 729.0]), ([378.0, 410.0], [629.0, 702.0])]",0.5063630230601984
507,193,34,"[([34.0, 360.0], [306.0, 738.0]), ([342.0, 405.0], [632.0, 690.0]), ([160.0, 14.0], [280.0, 246.0]), ([452.0, 147.0], [586.0, 489.0]), ([572.0, 170.0], [638.0, 470.0]), ([847.0, 337.0], [1003.0, 655.0])]",0.4891951796974725
508,54,34,"[([160.0, 15.0], [277.0, 238.0]), ([36.0, 315.0], [359.0, 739.0]), ([266.0, 124.0], [379.0, 388.0]), ([464.0, 146.0], [587.0, 496.0]), ([579.0, 171.0], [637.0, 471.0]), ([672.0, 192.0], [758.0, 476.0]), ([843.0, 339.0], [998.0, 659.0]), ([410.0, 405.0], [639.0, 644.0])]",0.5956451043782927
509,76,34,"[([472.0, 138.0], [587.0, 485.0]), ([159.0, 10.0], [266.0, 240.0]), ([583.0, 174.0], [641.0, 381.0]), ([413.0, 403.0], [646.0, 655.0])]",0.5790110389626852
510,22,34,"[([147.0, 12.0], [306.0, 389.0]), ([352.0, 395.0], [666.0, 677.0])]",0.5404859575058824
511,21,34,"[([467.0, 144.0], [577.0, 488.0]), ([392.0, 420.0], [627.0, 662.0]), ([24.0, 358.0], [301.0, 736.0]), ([270.0, 123.0], [392.0, 363.0]), ([159.0, 15.0], [276.0, 184.0])]",0.5126646934504498
512,89,34,"[([145.0, 381.0], [272.0, 680.0]), ([502.0, 399.0], [591.0, 651.0]), ([290.0, 116.0], [368.0, 368.0]), ([163.0, 15.0], [272.0, 176.0]), ([490.0, 155.0], [581.0, 467.0]), ([583.0, 148.0], [656.0, 394.0])]",0.6352678572638568
513,25,173,"[([315.0, 273.0], [483.0, 519.0]), ([465.0, 276.0], [735.0, 499.0]), ([773.0, 122.0], [986.0, 625.0])]",0.5209295026340887
514,193,173,"[([289.0, 269.0], [455.0, 494.0]), ([459.0, 266.0], [720.0, 484.0]), ([254.0, 224.0], [388.0, 364.0]), ([87.0, 207.0], [218.0, 341.0])]",0.4891951796974725
515,163,173,"[([455.0, 266.0], [725.0, 551.0]), ([279.0, 278.0], [496.0, 581.0])]",0.5637417298245893
516,156,173,"[([277.0, 266.0], [478.0, 515.0]), ([467.0, 250.0], [729.0, 486.0]), ([789.0, 140.0], [990.0, 624.0]), ([281.0, 228.0], [411.0, 358.0])]",0.5033611184728167
517,14,173,"[([786.0, 123.0], [983.0, 547.0]), ([500.0, 263.0], [611.0, 502.0]), ([320.0, 265.0], [476.0, 512.0]), ([89.0, 207.0], [207.0, 403.0]), ([280.0, 211.0], [384.0, 389.0])]",0.5478849478369842
518,1,173,"[([449.0, 267.0], [711.0, 480.0]), ([272.0, 286.0], [482.0, 493.0])]",0.49741606378483316
519,22,173,"[([784.0, 132.0], [984.0, 623.0]), ([304.0, 270.0], [479.0, 618.0]), ([483.0, 254.0], [671.0, 554.0]), ([89.0, 199.0], [252.0, 403.0])]",0.5404859575058824
520,164,173,"[([281.0, 276.0], [476.0, 532.0]), ([460.0, 255.0], [657.0, 503.0]), ([775.0, 129.0], [991.0, 353.0])]",0.5693484957552978
521,51,173,"[([95.0, 183.0], [202.0, 354.0]), ([304.0, 193.0], [401.0, 377.0]), ([229.0, 185.0], [282.0, 364.0]), ([294.0, 242.0], [463.0, 550.0]), ([460.0, 213.0], [644.0, 478.0]), ([763.0, 91.0], [974.0, 451.0])]",0.6146827625184413
522,171,43,"[([10.0, 55.0], [146.0, 407.0]), ([151.0, 71.0], [243.0, 399.0]), ([480.0, 53.0], [573.0, 414.0]), ([402.0, 62.0], [507.0, 428.0]), ([669.0, 73.0], [786.0, 420.0]), ([880.0, 35.0], [1023.0, 440.0])]",0.5200372614601552
523,25,43,"[([869.0, 17.0], [1024.0, 449.0]), ([661.0, 63.0], [793.0, 432.0]), ([472.0, 43.0], [574.0, 426.0]), ([402.0, 57.0], [502.0, 425.0]), ([144.0, 63.0], [255.0, 414.0]), ([14.0, 49.0], [151.0, 405.0])]",0.5209295026340887
524,14,43,"[([890.0, 31.0], [1024.0, 448.0]), ([671.0, 60.0], [795.0, 439.0]), ([475.0, 39.0], [598.0, 438.0]), ([402.0, 63.0], [513.0, 448.0]), ([140.0, 53.0], [276.0, 421.0]), ([5.0, 46.0], [146.0, 415.0])]",0.5478849478369842
525,123,43,"[([5.0, 53.0], [158.0, 408.0]), ([143.0, 66.0], [244.0, 408.0]), ([400.0, 63.0], [537.0, 426.0]), ([479.0, 45.0], [581.0, 422.0]), ([666.0, 65.0], [795.0, 429.0]), ([876.0, 30.0], [1024.0, 445.0])]",0.35775340551557894
526,103,43,"[([7.0, 57.0], [152.0, 406.0]), ([147.0, 67.0], [242.0, 406.0]), ([403.0, 65.0], [535.0, 414.0]), ([482.0, 49.0], [574.0, 412.0]), ([669.0, 68.0], [787.0, 424.0]), ([881.0, 33.0], [1022.0, 430.0])]",0.32224192756527364
527,33,43,"[([7.0, 52.0], [147.0, 403.0]), ([148.0, 72.0], [238.0, 391.0]), ([403.0, 55.0], [536.0, 432.0]), ([489.0, 48.0], [575.0, 412.0]), ([665.0, 67.0], [790.0, 425.0]), ([884.0, 31.0], [1024.0, 441.0])]",0.539114963554474
528,31,43,"[([6.0, 56.0], [157.0, 408.0]), ([145.0, 66.0], [280.0, 406.0]), ([402.0, 64.0], [533.0, 427.0]), ([480.0, 47.0], [574.0, 419.0]), ([672.0, 65.0], [790.0, 426.0]), ([880.0, 32.0], [1022.0, 445.0])]",0.22077450803364165
529,22,43,"[([879.0, 27.0], [1024.0, 448.0]), ([474.0, 40.0], [581.0, 425.0]), ([396.0, 66.0], [494.0, 427.0]), ([14.0, 56.0], [160.0, 406.0]), ([150.0, 50.0], [252.0, 400.0])]",0.5404859575058824
530,101,43,"[([0.0, 54.0], [155.0, 406.0]), ([142.0, 65.0], [247.0, 409.0]), ([394.0, 65.0], [510.0, 427.0]), ([473.0, 44.0], [586.0, 427.0]), ([656.0, 65.0], [794.0, 427.0]), ([870.0, 30.0], [1024.0, 445.0])]",0.38833569471544316
531,22,35,"[([10.0, 99.0], [490.0, 836.0]), ([388.0, 74.0], [805.0, 836.0])]",0.5404859575058824
532,89,35,"[([78.0, 135.0], [424.0, 836.0]), ([375.0, 99.0], [620.0, 532.0]), ([498.0, 83.0], [778.0, 737.0]), ([802.0, 28.0], [1024.0, 836.0])]",0.6352678572638568
533,14,35,"[([89.0, 111.0], [463.0, 833.0]), ([497.0, 118.0], [824.0, 833.0]), ([404.0, 83.0], [618.0, 836.0])]",0.5478849478369842
534,1,35,"[([377.0, 92.0], [777.0, 836.0]), ([0.0, 65.0], [433.0, 836.0]), ([474.0, 0.0], [1013.0, 836.0])]",0.49741606378483316
535,166,35,"[([313.0, 137.0], [602.0, 556.0]), ([6.0, 108.0], [483.0, 836.0]), ([370.0, 122.0], [757.0, 836.0]), ([489.0, 3.0], [1024.0, 836.0])]",0.4537553092633307
536,25,35,"[([374.0, 99.0], [771.0, 834.0]), ([345.0, 111.0], [593.0, 508.0]), ([8.0, 93.0], [476.0, 836.0]), ([584.0, 5.0], [1024.0, 836.0])]",0.5209295026340887
537,176,35,"[([325.0, 122.0], [571.0, 589.0]), ([5.0, 91.0], [480.0, 835.0]), ([390.0, 88.0], [773.0, 836.0]), ([511.0, 8.0], [1024.0, 836.0])]",0.3542568442963229
538,51,35,"[([0.0, 236.0], [114.0, 534.0]), ([4.0, 118.0], [412.0, 835.0]), ([341.0, 79.0], [559.0, 575.0]), ([349.0, 56.0], [766.0, 836.0]), ([486.0, 13.0], [1024.0, 836.0])]",0.6146827625184413
539,40,35,"[([0.0, 89.0], [477.0, 836.0]), ([336.0, 113.0], [553.0, 601.0]), ([381.0, 94.0], [746.0, 836.0]), ([502.0, 3.0], [1022.0, 835.0])]",0.34890093716423864
540,22,111,"[([560.0, 51.0], [761.0, 626.0])]",0.5404859575058824
541,14,111,"[([553.0, 74.0], [724.0, 631.0]), ([748.0, 56.0], [807.0, 213.0])]",0.5478849478369842
542,64,111,"[([550.0, 54.0], [765.0, 616.0]), ([758.0, 71.0], [809.0, 185.0])]",0.5063630230601984
543,84,111,"[([561.0, 61.0], [760.0, 604.0])]",0.3906784686526499
544,163,111,"[([543.0, 60.0], [752.0, 605.0])]",0.5637417298245893
545,156,111,"[([563.0, 62.0], [750.0, 603.0]), ([764.0, 66.0], [804.0, 148.0])]",0.5033611184728167
546,188,111,"[([559.0, 62.0], [755.0, 604.0]), ([765.0, 64.0], [805.0, 180.0])]",0.4365215603771364
547,114,111,"[([558.0, 58.0], [755.0, 600.0])]",0.4043521576206409
548,176,111,"[([557.0, 58.0], [757.0, 606.0]), ([471.0, 65.0], [486.0, 116.0])]",0.3542568442963229
549,14,42,"[([187.0, 295.0], [624.0, 685.0])]",0.5478849478369842
550,22,42,"[([97.0, 286.0], [682.0, 685.0])]",0.5404859575058824
551,136,42,"[([129.0, 298.0], [680.0, 685.0]), ([950.0, 275.0], [1024.0, 469.0])]",0.4887157543878963
552,193,42,"[([118.0, 301.0], [664.0, 685.0]), ([947.0, 272.0], [1024.0, 441.0])]",0.4891951796974725
553,78,42,"[([125.0, 297.0], [671.0, 681.0])]",0.40806759147415195
554,163,42,"[([83.0, 295.0], [694.0, 685.0])]",0.5637417298245893
555,166,42,"[([949.0, 274.0], [1024.0, 423.0]), ([90.0, 290.0], [638.0, 685.0])]",0.4537553092633307
556,33,42,"[([124.0, 299.0], [674.0, 683.0])]",0.539114963554474
557,101,42,"[([117.0, 287.0], [674.0, 685.0]), ([943.0, 263.0], [1024.0, 422.0]), ([583.0, 381.0], [656.0, 498.0]), ([843.0, 250.0], [912.0, 305.0]), ([799.0, 248.0], [840.0, 305.0]), ([635.0, 295.0], [707.0, 389.0])]",0.38833569471544316
558,136,69,"[([759.0, 246.0], [876.0, 636.0]), ([497.0, 210.0], [632.0, 623.0]), ([340.0, 240.0], [439.0, 621.0]), ([375.0, 246.0], [503.0, 626.0]), ([233.0, 220.0], [340.0, 624.0]), ([112.0, 239.0], [242.0, 433.0])]",0.4887157543878963
559,110,69,"[([114.0, 224.0], [235.0, 428.0]), ([228.0, 218.0], [342.0, 619.0]), ([337.0, 240.0], [449.0, 632.0]), ([372.0, 241.0], [505.0, 630.0]), ([499.0, 204.0], [632.0, 631.0]), ([758.0, 238.0], [878.0, 629.0])]",0.45883779766069327
560,33,69,"[([116.0, 223.0], [235.0, 428.0]), ([236.0, 221.0], [342.0, 618.0]), ([341.0, 239.0], [426.0, 620.0]), ([382.0, 242.0], [507.0, 631.0]), ([502.0, 193.0], [624.0, 628.0]), ([755.0, 242.0], [883.0, 632.0])]",0.539114963554474
561,171,69,"[([117.0, 230.0], [235.0, 428.0]), ([238.0, 226.0], [345.0, 617.0]), ([343.0, 244.0], [430.0, 619.0]), ([380.0, 244.0], [504.0, 622.0]), ([505.0, 212.0], [626.0, 628.0]), ([758.0, 242.0], [877.0, 633.0])]",0.5200372614601552
562,193,69,"[([765.0, 241.0], [880.0, 633.0]), ([500.0, 200.0], [633.0, 629.0]), ([383.0, 244.0], [508.0, 633.0]), ([344.0, 233.0], [438.0, 633.0]), ([230.0, 223.0], [346.0, 621.0]), ([123.0, 226.0], [238.0, 426.0])]",0.4891951796974725
563,22,69,"[([765.0, 244.0], [881.0, 644.0]), ([217.0, 221.0], [343.0, 625.0]), ([375.0, 234.0], [496.0, 638.0]), ([479.0, 193.0], [646.0, 638.0])]",0.5404859575058824
564,14,69,"[([776.0, 236.0], [894.0, 678.0]), ([494.0, 192.0], [629.0, 604.0]), ([385.0, 243.0], [491.0, 673.0]), ([254.0, 202.0], [367.0, 622.0]), ([117.0, 218.0], [220.0, 486.0])]",0.5478849478369842
565,101,69,"[([759.0, 236.0], [887.0, 637.0]), ([487.0, 205.0], [633.0, 635.0]), ([376.0, 236.0], [510.0, 634.0]), ([343.0, 241.0], [439.0, 601.0]), ([230.0, 211.0], [346.0, 624.0]), ([122.0, 223.0], [240.0, 435.0])]",0.38833569471544316
566,170,69,"[([759.0, 232.0], [883.0, 641.0]), ([494.0, 196.0], [633.0, 631.0]), ([383.0, 239.0], [509.0, 631.0]), ([339.0, 235.0], [424.0, 633.0]), ([230.0, 211.0], [347.0, 629.0]), ([115.0, 222.0], [234.0, 444.0])]",0.5343442933249269
567,193,124,"[([111.0, 451.0], [267.0, 654.0]), ([436.0, 428.0], [464.0, 531.0]), ([419.0, 427.0], [439.0, 519.0]), ([267.0, 447.0], [351.0, 646.0]), ([499.0, 423.0], [611.0, 669.0]), ([609.0, 417.0], [651.0, 516.0]), ([471.0, 432.0], [493.0, 506.0])]",0.4891951796974725
568,14,124,"[([493.0, 424.0], [605.0, 683.0]), ([267.0, 448.0], [383.0, 646.0]), ([153.0, 432.0], [254.0, 617.0]), ([426.0, 427.0], [479.0, 511.0])]",0.5478849478369842
569,22,124,"[([480.0, 419.0], [617.0, 683.0])]",0.5404859575058824
570,25,124,"[([498.0, 422.0], [615.0, 683.0])]",0.5209295026340887
571,170,124,"[([483.0, 418.0], [619.0, 682.0]), ([797.0, 125.0], [1024.0, 678.0]), ([279.0, 441.0], [366.0, 654.0]), ([108.0, 430.0], [263.0, 671.0]), ([604.0, 418.0], [649.0, 519.0]), ([428.0, 424.0], [473.0, 543.0]), ([468.0, 414.0], [493.0, 516.0]), ([332.0, 416.0], [387.0, 530.0])]",0.5343442933249269
572,33,124,"[([813.0, 128.0], [1024.0, 681.0]), ([494.0, 417.0], [614.0, 682.0]), ([113.0, 448.0], [261.0, 633.0]), ([285.0, 453.0], [365.0, 620.0]), ([336.0, 423.0], [380.0, 542.0]), ([434.0, 423.0], [461.0, 515.0]), ([605.0, 408.0], [644.0, 495.0]), ([473.0, 429.0], [493.0, 505.0])]",0.539114963554474
573,51,124,"[([123.0, 438.0], [250.0, 637.0]), ([213.0, 379.0], [266.0, 536.0]), ([272.0, 426.0], [352.0, 655.0]), ([416.0, 411.0], [469.0, 530.0]), ([371.0, 413.0], [416.0, 512.0]), ([488.0, 420.0], [531.0, 512.0]), ([502.0, 407.0], [615.0, 681.0]), ([592.0, 395.0], [660.0, 520.0]), ([631.0, 383.0], [701.0, 682.0]), ([734.0, 358.0], [920.0, 683.0]), ([816.0, 151.0], [1022.0, 683.0])]",0.6146827625184413
574,163,124,"[([487.0, 415.0], [611.0, 682.0]), ([124.0, 438.0], [261.0, 666.0]), ([428.0, 420.0], [468.0, 543.0])]",0.5637417298245893
575,89,124,"[([465.0, 426.0], [628.0, 668.0]), ([188.0, 430.0], [266.0, 565.0])]",0.6352678572638568
576,22,31,"[([69.0, 219.0], [319.0, 605.0]), ([612.0, 199.0], [849.0, 492.0]), ([618.0, 560.0], [849.0, 944.0]), ([66.0, 662.0], [317.0, 947.0])]",0.5404859575058824
577,176,31,"[([72.0, 190.0], [298.0, 572.0]), ([82.0, 680.0], [298.0, 934.0]), ([611.0, 563.0], [831.0, 933.0]), ([612.0, 201.0], [843.0, 472.0])]",0.3542568442963229
578,35,31,"[([62.0, 195.0], [297.0, 573.0]), ([609.0, 206.0], [844.0, 474.0]), ([609.0, 562.0], [844.0, 928.0]), ([77.0, 687.0], [301.0, 928.0])]",0.17851469756806684
579,66,31,"[([59.0, 190.0], [301.0, 572.0]), ([605.0, 197.0], [845.0, 477.0]), ([619.0, 570.0], [831.0, 941.0]), ([75.0, 686.0], [303.0, 930.0])]",0.17980262143369014
580,123,31,"[([608.0, 193.0], [850.0, 476.0]), ([610.0, 565.0], [848.0, 930.0]), ([75.0, 681.0], [307.0, 932.0]), ([54.0, 178.0], [303.0, 571.0])]",0.35775340551557894
581,188,31,"[([615.0, 200.0], [838.0, 475.0]), ([620.0, 558.0], [830.0, 927.0]), ([64.0, 672.0], [296.0, 931.0]), ([66.0, 191.0], [296.0, 576.0])]",0.4365215603771364
582,14,31,"[([48.0, 191.0], [275.0, 598.0]), ([68.0, 677.0], [277.0, 973.0]), ([639.0, 226.0], [831.0, 487.0]), ([640.0, 579.0], [795.0, 917.0])]",0.5478849478369842
583,136,31,"[([613.0, 213.0], [851.0, 470.0]), ([611.0, 553.0], [844.0, 931.0]), ([69.0, 684.0], [311.0, 946.0]), ([59.0, 189.0], [303.0, 597.0])]",0.4887157543878963
585,82,176,"[([429.0, 171.0], [498.0, 408.0]), ([514.0, 179.0], [568.0, 394.0]), ([574.0, 167.0], [627.0, 397.0]), ([706.0, 171.0], [761.0, 406.0]), ([179.0, 336.0], [290.0, 465.0]), ([258.0, 359.0], [466.0, 712.0])]",0.5509336984102476
586,54,176,"[([250.0, 360.0], [543.0, 734.0]), ([164.0, 328.0], [315.0, 547.0]), ([428.0, 175.0], [503.0, 400.0]), ([510.0, 177.0], [565.0, 396.0]), ([567.0, 166.0], [635.0, 396.0]), ([699.0, 166.0], [764.0, 409.0]), ([847.0, 338.0], [972.0, 489.0]), ([982.0, 354.0], [1024.0, 500.0])]",0.5956451043782927
587,14,176,"[([698.0, 159.0], [776.0, 403.0]), ([571.0, 153.0], [657.0, 411.0]), ([448.0, 170.0], [517.0, 407.0])]",0.5478849478369842
588,89,176,"[([272.0, 376.0], [457.0, 715.0]), ([185.0, 325.0], [296.0, 524.0]), ([439.0, 182.0], [513.0, 368.0]), ([523.0, 180.0], [574.0, 413.0]), ([589.0, 185.0], [666.0, 386.0]), ([703.0, 174.0], [801.0, 376.0]), ([878.0, 330.0], [970.0, 523.0]), ([989.0, 346.0], [1020.0, 577.0])]",0.6352678572638568
589,163,176,"[([421.0, 170.0], [503.0, 408.0]), ([507.0, 183.0], [574.0, 397.0]), ([572.0, 164.0], [637.0, 403.0]), ([702.0, 171.0], [765.0, 404.0]), ([254.0, 356.0], [466.0, 743.0]), ([157.0, 327.0], [297.0, 507.0])]",0.5637417298245893
590,170,176,"[([149.0, 316.0], [309.0, 486.0]), ([242.0, 348.0], [548.0, 745.0]), ([704.0, 164.0], [782.0, 414.0]), ([563.0, 160.0], [642.0, 411.0]), ([427.0, 165.0], [511.0, 405.0]), ([854.0, 336.0], [975.0, 488.0]), ([976.0, 338.0], [1024.0, 496.0])]",0.5343442933249269
591,22,176,"[([697.0, 168.0], [776.0, 422.0]), ([426.0, 174.0], [503.0, 422.0]), ([558.0, 164.0], [640.0, 398.0])]",0.5404859575058824
592,193,176,"[([695.0, 169.0], [770.0, 412.0]), ([567.0, 163.0], [634.0, 397.0]), ([511.0, 182.0], [567.0, 400.0]), ([425.0, 174.0], [507.0, 403.0]), ([161.0, 330.0], [307.0, 480.0]), ([247.0, 355.0], [543.0, 768.0]), ([146.0, 272.0], [225.0, 406.0])]",0.4891951796974725
593,156,176,"[([420.0, 174.0], [500.0, 403.0]), ([508.0, 180.0], [569.0, 398.0]), ([559.0, 164.0], [639.0, 397.0]), ([699.0, 161.0], [770.0, 403.0]), ([162.0, 329.0], [305.0, 595.0]), ([255.0, 349.0], [475.0, 762.0]), ([857.0, 339.0], [971.0, 523.0])]",0.5033611184728167
594,101,119,"[([831.0, 279.0], [1024.0, 768.0]), ([651.0, 254.0], [845.0, 741.0]), ([370.0, 299.0], [507.0, 673.0]), ([49.0, 283.0], [184.0, 692.0])]",0.38833569471544316
595,51,119,"[([93.0, 340.0], [204.0, 726.0]), ([58.0, 260.0], [172.0, 679.0]), ([252.0, 280.0], [365.0, 714.0]), ([363.0, 287.0], [499.0, 691.0]), ([536.0, 280.0], [681.0, 682.0]), ([665.0, 234.0], [826.0, 730.0]), ([817.0, 241.0], [1009.0, 768.0])]",0.6146827625184413
596,1,119,"[([369.0, 290.0], [520.0, 682.0]), ([33.0, 283.0], [197.0, 689.0]), ([659.0, 246.0], [831.0, 742.0]), ([536.0, 284.0], [689.0, 684.0]), ([824.0, 275.0], [1018.0, 768.0])]",0.49741606378483316
597,193,119,"[([378.0, 297.0], [506.0, 671.0]), ([546.0, 287.0], [695.0, 673.0]), ([43.0, 292.0], [163.0, 687.0]), ([832.0, 275.0], [1024.0, 768.0]), ([655.0, 249.0], [830.0, 744.0])]",0.4891951796974725
598,123,119,"[([829.0, 274.0], [1023.0, 768.0]), ([543.0, 285.0], [699.0, 677.0]), ([645.0, 249.0], [830.0, 745.0]), ([374.0, 295.0], [510.0, 675.0]), ([41.0, 279.0], [187.0, 687.0])]",0.35775340551557894
599,166,119,"[([833.0, 278.0], [1021.0, 768.0]), ([661.0, 248.0], [838.0, 752.0]), ([555.0, 283.0], [677.0, 691.0]), ([391.0, 301.0], [510.0, 679.0]), ([50.0, 298.0], [179.0, 686.0])]",0.4537553092633307
600,14,119,"[([851.0, 282.0], [1001.0, 765.0]), ([667.0, 254.0], [863.0, 756.0]), ([577.0, 287.0], [694.0, 705.0]), ([386.0, 307.0], [534.0, 688.0]), ([51.0, 273.0], [226.0, 694.0])]",0.5478849478369842
601,25,119,"[([841.0, 265.0], [1024.0, 768.0]), ([661.0, 246.0], [841.0, 747.0]), ([537.0, 282.0], [691.0, 676.0]), ([377.0, 298.0], [516.0, 680.0]), ([57.0, 279.0], [176.0, 691.0])]",0.5209295026340887
602,22,119,"[([657.0, 245.0], [838.0, 740.0]), ([829.0, 281.0], [1019.0, 768.0]), ([366.0, 281.0], [516.0, 684.0]), ([44.0, 279.0], [182.0, 686.0])]",0.5404859575058824
603,166,136,"[([307.0, 303.0], [495.0, 757.0]), ([500.0, 278.0], [755.0, 702.0]), ([672.0, 333.0], [985.0, 747.0])]",0.4537553092633307
604,101,136,"[([293.0, 288.0], [464.0, 481.0]), ([482.0, 275.0], [762.0, 578.0]), ([652.0, 327.0], [994.0, 709.0])]",0.38833569471544316
605,7,136,"[([321.0, 289.0], [463.0, 512.0]), ([485.0, 288.0], [762.0, 752.0]), ([657.0, 329.0], [982.0, 717.0])]",0.3311878614827733
606,110,136,"[([652.0, 323.0], [982.0, 727.0]), ([492.0, 289.0], [766.0, 715.0]), ([318.0, 294.0], [454.0, 712.0])]",0.45883779766069327
607,25,136,"[([295.0, 291.0], [457.0, 493.0]), ([510.0, 282.0], [771.0, 590.0]), ([621.0, 337.0], [981.0, 768.0])]",0.5209295026340887
608,22,136,"[([302.0, 294.0], [488.0, 612.0]), ([494.0, 273.0], [768.0, 718.0]), ([676.0, 326.0], [985.0, 766.0])]",0.5404859575058824
609,14,136,"[([674.0, 329.0], [950.0, 760.0]), ([509.0, 256.0], [811.0, 741.0]), ([313.0, 298.0], [527.0, 647.0])]",0.5478849478369842
610,33,136,"[([324.0, 283.0], [467.0, 479.0]), ([477.0, 289.0], [764.0, 697.0]), ([693.0, 326.0], [968.0, 711.0])]",0.539114963554474
611,193,136,"[([314.0, 293.0], [467.0, 707.0]), ([484.0, 288.0], [764.0, 702.0]), ([665.0, 333.0], [977.0, 722.0])]",0.4891951796974725
612,14,11,"[([183.0, 348.0], [393.0, 662.0]), ([140.0, 149.0], [231.0, 425.0]), ([287.0, 210.0], [385.0, 407.0]), ([547.0, 188.0], [658.0, 374.0]), ([374.0, 185.0], [480.0, 403.0]), ([484.0, 342.0], [707.0, 672.0])]",0.5478849478369842
613,110,11,"[([542.0, 187.0], [658.0, 350.0]), ([365.0, 193.0], [489.0, 400.0]), ([256.0, 237.0], [366.0, 428.0]), ([125.0, 159.0], [230.0, 458.0]), ([174.0, 363.0], [430.0, 678.0]), ([324.0, 320.0], [533.0, 678.0]), ([496.0, 358.0], [750.0, 679.0])]",0.45883779766069327
614,22,11,"[([515.0, 185.0], [678.0, 411.0]), ([111.0, 153.0], [249.0, 472.0])]",0.5404859575058824
615,146,11,"[([112.0, 152.0], [235.0, 424.0]), ([259.0, 234.0], [369.0, 428.0]), ([541.0, 182.0], [658.0, 371.0]), ([333.0, 319.0], [524.0, 523.0]), ([514.0, 354.0], [736.0, 511.0]), ([171.0, 358.0], [331.0, 511.0]), ([0.0, 256.0], [167.0, 498.0])]",0.6345914449402584
616,136,11,"[([549.0, 190.0], [653.0, 368.0]), ([526.0, 341.0], [638.0, 481.0]), ([510.0, 354.0], [749.0, 683.0]), ([348.0, 331.0], [533.0, 683.0]), ([169.0, 366.0], [409.0, 683.0]), ([118.0, 161.0], [232.0, 461.0]), ([259.0, 230.0], [367.0, 493.0]), ([1.0, 277.0], [121.0, 490.0])]",0.4887157543878963
617,51,11,"[([133.0, 132.0], [221.0, 495.0]), ([272.0, 206.0], [387.0, 428.0]), ([381.0, 143.0], [523.0, 356.0]), ([549.0, 145.0], [654.0, 352.0]), ([459.0, 333.0], [744.0, 674.0]), ([846.0, 346.0], [1020.0, 683.0])]",0.6146827625184413
618,193,11,"[([113.0, 164.0], [221.0, 453.0]), ([265.0, 235.0], [371.0, 470.0]), ([3.0, 282.0], [215.0, 521.0]), ([537.0, 184.0], [653.0, 398.0]), ([365.0, 192.0], [490.0, 421.0]), ([176.0, 363.0], [411.0, 683.0]), ([338.0, 332.0], [530.0, 682.0]), ([507.0, 364.0], [750.0, 681.0])]",0.4891951796974725
619,89,11,"[([119.0, 138.0], [239.0, 487.0]), ([543.0, 379.0], [722.0, 664.0]), ([371.0, 336.0], [503.0, 624.0]), ([284.0, 216.0], [362.0, 487.0]), ([395.0, 186.0], [475.0, 334.0]), ([541.0, 155.0], [656.0, 362.0])]",0.6352678572638568
620,4,11,"[([130.0, 155.0], [224.0, 416.0]), ([269.0, 238.0], [378.0, 403.0]), ([370.0, 161.0], [497.0, 359.0]), ([541.0, 185.0], [653.0, 366.0]), ([514.0, 363.0], [749.0, 640.0]), ([341.0, 325.0], [534.0, 603.0]), ([173.0, 359.0], [360.0, 638.0]), ([2.0, 283.0], [119.0, 500.0])]",0.48478157607303674
