,uid,sentence,sentenceId,parse
18,2,"We hold safe little jobs illustrating tooth-paste ads or the salacious incidents in trivial novels , and most of our easel painting is nothing but picking the fluff out of the navel so it can be contemplated in greater purity .",51,"(S1
  (S
    (S
      (NP (PRP We))
      (VP
        (VBP hold)
        (NP
          (NP
            (NP (JJ safe) (JJ little) (NNS jobs))
            (VP (VBG illustrating) (NP (JJ tooth-paste) (NNS ads))))
          (CC or)
          (NP
            (NP (DT the) (NN salacious) (NNS incidents))
            (PP (IN in) (NP (JJ trivial) (NNS novels)))))))
    (, ,)
    (CC and)
    (S
      (NP
        (NP (JJS most))
        (PP (IN of) (NP (PRP$ our) (JJ easel) (NN painting))))
      (VP
        (VBZ is)
        (NP
          (NP (NN nothing))
          (CC but)
          (S
            (VP
              (VBG picking)
              (NP (DT the) (NN fluff))
              (PP
                (IN out)
                (PP
                  (IN of)
                  (NP
                    (DT the)
                    (NN navel)
                    (SBAR
                      (IN so)
                      (S
                        (NP (PRP it))
                        (VP
                          (MD can)
                          (VP
                            (VB be)
                            (VP
                              (VBN contemplated)
                              (PP
                                (IN in)
                                (NP (JJR greater) (NN purity))))))))))))))))
    (. .)))"
19,2,( 2 ) Willie Mays of the San Francisco Giants borrowed a teammate's bat and became the ninth big leaguer to stroke four home runs in a game ; ;,86,"(S1
  (S
    (S
      (LST (-LRB- -LRB-) (LS 2) (-RRB- -RRB-))
      (NP
        (NP (NNP Willie) (NNP Mays))
        (PP
          (IN of)
          (NP (DT the) (NNP San) (NNP Francisco) (NNP Giants))))
      (VP
        (VP (VBD borrowed) (NP (DT a) (NN teammate's) (NN bat)))
        (CC and)
        (VP
          (VBD became)
          (S
            (NP (DT the) (JJ ninth) (JJ big) (NN leaguer))
            (VP
              (TO to)
              (VP
                (NN stroke)
                (NP
                  (NP (CD four) (NN home) (NNS runs))
                  (PP (IN in) (NP (DT a) (NN game))))))))))
    (: ;)
    (: ;)))"
0,3,Giffen suggested fifty dollars as fair compensation for a year's work ; ;,58,"(S1
  (S
    (S
      (NP (NNP Giffen))
      (VP
        (VBD suggested)
        (S
          (VP
            (NN fifty)
            (NP (NNS dollars))
            (PP
              (IN as)
              (NP
                (NP (JJ fair) (NN compensation))
                (PP (IN for) (NP (DT a) (NN year's) (NN work)))))))))
    (: ;)
    (: ;)))"
1,3,But there is no positive and consistently demonstrable relationship in the strictest sense .,22,"(S1
  (S
    (CC But)
    (NP (EX there))
    (VP
      (VBZ is)
      (NP
        (DT no)
        (ADJP
          (JJ positive)
          (CC and)
          (RB consistently)
          (JJ demonstrable))
        (NN relationship))
      (PP (IN in) (NP (DT the) (JJS strictest) (NN sense))))
    (. .)))"
2,3,"Next , because of the time differential , the conferences come on the networks during the middle of the day .",34,"(S1
  (S
    (NP (NNP Next))
    (, ,)
    (PP
      (IN because)
      (IN of)
      (NP (DT the) (NN time) (NN differential)))
    (, ,)
    (NP (DT the) (NNS conferences))
    (VP
      (VBD come)
      (PP (IN on) (NP (DT the) (NNS networks)))
      (PP
        (IN during)
        (NP
          (NP (DT the) (NN middle))
          (PP (IN of) (NP (DT the) (NN day))))))
    (. .)))"
3,3,"But the natural condition for the heavenly bodies is neither rest , nor rectilinear motion .",32,"(S1
  (S
    (CC But)
    (NP
      (NP (DT the) (NN natural) (NN condition))
      (PP (IN for) (NP (DT the) (NN heavenly) (NNS bodies))))
    (VP
      (VBZ is)
      (NP
        (DT neither)
        (NML
          (NML (NN rest))
          (, ,)
          (CC nor)
          (NML (JJ rectilinear) (NN motion)))))
    (. .)))"
4,3,"It began invariably in low tones , almost conversational , and then gradually worked up to high , shrill appeals to God and man .",65,"(S1
  (S
    (NP (PRP It))
    (VP
      (VP
        (VBD began)
        (ADVP (RB invariably))
        (PP
          (IN in)
          (NP
            (NP (JJ low) (NNS tones))
            (, ,)
            (ADJP (RB almost) (JJ conversational))
            (, ,))))
      (CC and)
      (RB then)
      (VP
        (ADVP (RB gradually))
        (VBD worked)
        (PRT (RP up))
        (PP
          (TO to)
          (NP
            (NP
              (NP (JJ high) (, ,) (NN shrill) (NNS appeals))
              (PP (TO to) (NP (NNP God))))
            (CC and)
            (NP (NN man))))))
    (. .)))"
5,3,"Unfortunately , Blakey doesn't choose to work much of the time in this vein .",49,"(S1
  (S
    (ADVP (RB Unfortunately))
    (, ,)
    (NP (NNP Blakey) (NNS doesn't))
    (VP
      (VBP choose)
      (S
        (VP
          (TO to)
          (VP
            (VB work)
            (ADVP (RB much) (PP (IN of) (NP (DT the) (NN time))))
            (PP (IN in) (NP (DT this) (NN vein)))))))
    (. .)))"
6,3,"Having persisted too long in deliberate ignorance and denial of the forces that threatened her , Pamela was relieved now to admit their potency and to be taking definite steps toward grappling with them .",90,"(S1
  (S
    (S
      (VP
        (VBG Having)
        (VP
          (VBD persisted)
          (ADJP
            (RB too)
            (JJ long)
            (PP
              (IN in)
              (NP
                (NP
                  (JJ deliberate)
                  (NML
                    (NML (NN ignorance))
                    (CC and)
                    (NML (NN denial))))
                (PP
                  (IN of)
                  (NP
                    (NP (DT the) (NNS forces))
                    (SBAR
                      (WHNP (WDT that))
                      (S (VP (VBD threatened) (NP (PRP her)))))))))))))
    (, ,)
    (NP (NNP Pamela))
    (VP
      (VBD was)
      (VP
        (VBN relieved)
        (S
          (ADVP (RB now))
          (VP
            (TO to)
            (VP
              (VP (VB admit) (NP (PRP$ their) (NN potency)))
              (CC and)
              (VP
                (TO to)
                (VP
                  (VB be)
                  (VP
                    (VBG taking)
                    (NP
                      (NP (JJ definite) (NNS steps))
                      (PP
                        (IN toward)
                        (S
                          (VP
                            (VBG grappling)
                            (PP (IN with) (NP (PRP them)))))))))))))))
    (. .)))"
7,3,"Taking off his hat and signaling the driver with it , Mr. Podger stepped into the road , lifted the surprised turtle and consummated its road-crossing with what must have been a breath-taking suddenness .",52,"(S1
  (S
    (S
      (VP
        (VP (VBG Taking) (PRT (RP off)) (NP (PRP$ his) (NN hat)))
        (CC and)
        (VP
          (VBG signaling)
          (NP (DT the) (NN driver))
          (PP (IN with) (NP (PRP it))))))
    (, ,)
    (NP (NNP Mr.) (NNP Podger))
    (VP
      (VBD stepped)
      (PP
        (IN into)
        (NP
          (NP (DT the) (NN road))
          (, ,)
          (VP
            (VP
              (VBN lifted)
              (NP (DT the) (JJ surprised) (NN turtle)))
            (CC and)
            (VP (VBN consummated) (NP (PRP$ its) (NN road-crossing))))))
      (PP
        (IN with)
        (SBAR
          (WHNP (WP what))
          (S
            (VP
              (MD must)
              (VP
                (VB have)
                (VP
                  (VBN been)
                  (NP (DT a) (JJ breath-taking) (NN suddenness)))))))))
    (. .)))"
8,3,They were operating in 10 of the 17 major areas of chronic labor surplus and in 10 of the minor areas .,66,"(S1
  (S
    (NP (PRP They))
    (VP
      (VBD were)
      (VP
        (VBG operating)
        (PP
          (PP
            (IN in)
            (NP
              (NP
                (QP (CD 10) (IN of) (DT the) (CD 17))
                (JJ major)
                (NNS areas))
              (PP (IN of) (NP (JJ chronic) (NN labor) (NN surplus)))))
          (CC and)
          (PP
            (IN in)
            (NP
              (NP (CD 10))
              (PP (IN of) (NP (DT the) (JJ minor) (NNS areas))))))))
    (. .)))"
9,3,"That's what he needs , something warm to his skin , don't he '' ? ?",71,"(S1
  (FRAG
    (NP (NN That's))
    (S
      (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBZ needs))))
      (, ,)
      (NP
        (NP (NN something))
        (ADJP (JJ warm) (PP (TO to) (NP (PRP$ his) (NN skin))))
        (, ,))
      (VP (VB don't) (NP (PRP he)))
      ('' '')
      (. ?))
    (. ?)))"
10,3,`` At three o'clock if it will be of convenience to you at that time '' .,89,"(S1
  (S
    (`` ``)
    (NP
      (NP (IN At) (CD three) (RB o'clock))
      (PP (IN if) (NP (PRP it))))
    (VP
      (MD will)
      (VP
        (VB be)
        (PP
          (IN of)
          (S
            (VP
              (JJ convenience)
              (PP (TO to) (NP (PRP you)))
              (PP (IN at) (NP (DT that) (NN time))))))))
    ('' '')
    (. .)))"
11,3,"`` Mom '' Marr , as the more than 80 men at the center call her , is the link that helps to bridge the gulf between alcoholics and the outside world and between parolees and society .",88,"(S1
  (S
    (NP (`` ``) (NN Mom) ('' '') (NNP Marr))
    (PRN
      (, ,)
      (S
        (NP
          (NP
            (QP (IN as) (DT the) (JJR more) (IN than) (CD 80))
            (NNS men))
          (PP (IN at) (NP (DT the) (NN center))))
        (VP (VB call) (NP (PRP her))))
      (, ,))
    (VP
      (VBZ is)
      (NP
        (NP (DT the) (NN link))
        (SBAR
          (WHNP (WDT that))
          (S
            (VP
              (VBZ helps)
              (S
                (VP
                  (TO to)
                  (VP
                    (VB bridge)
                    (NP
                      (NP (DT the) (NN gulf))
                      (PP
                        (PP
                          (IN between)
                          (NP
                            (NP (NNS alcoholics))
                            (CC and)
                            (NP (DT the) (JJ outside) (NN world))))
                        (CC and)
                        (PP
                          (IN between)
                          (NP (NNS parolees) (CC and) (NN society)))))))))))))
    (. .)))"
12,3,"Soap , neutral chip -- fed. Spec. 566 or Aj .",64,"(S1
  (NP
    (NP (NN Soap) (, ,) (JJ neutral) (NN chip))
    (: --)
    (S
      (VP (VBN fed.) (NP (NNP Spec.) (CD 566) (CC or) (NP (NNP Aj)))))
    (. .)))"
13,3,"Police theorize that a combination of dope , drink and drugs killed her .",4,"(S1
  (S
    (NP (NNS Police))
    (VP (VBP theorize))
    (SBAR
      (WHNP (WDT that))
      (S
        (NP
          (NP (DT a) (NN combination))
          (PP
            (IN of)
            (NP (NN dope) (, ,) (NN drink) (CC and) (NNS drugs))))
        (VP (VBD killed) (NP (PRP her)))))
    (. .)))"
14,3,Her concern for the natives of Borrioboola-Gha was so intense that she quite forgot and neglected her son Peepy ! !,19,"(S1
  (S
    (NP
      (NP (PRP$ Her) (NN concern))
      (PP
        (IN for)
        (NP
          (NP (DT the) (NNS natives))
          (PP (IN of) (NP (NNP Borrioboola-Gha))))))
    (VP
      (VBD was)
      (ADJP
        (ADJP (RB so) (JJ intense))
        (SBAR
          (IN that)
          (S
            (NP (PRP she))
            (VP
              (VP (ADVP (RB quite)) (VBD forgot))
              (CC and)
              (VP
                (VBD neglected)
                (S (NP (PRP$ her) (NN son)) (ADJP (JJ Peepy))))))
          (. !))))
    (. !)))"
15,3,"She replied , `` I know of one man that has not been friendly with him .",7,"(S1
  (S
    (NP (PRP She))
    (VP
      (VBD replied)
      (, ,)
      (`` ``)
      (S
        (NP (PRP I))
        (VP
          (VBP know)
          (PP (IN of) (NP (CD one) (NN man)))
          (SBAR
            (WDT that)
            (S
              (VP
                (VBZ has)
                (RB not)
                (VP
                  (VBN been)
                  (ADJP (JJ friendly) (PP (IN with) (NP (PRP him)))))))))))
    (. .)))"
16,3,"It is a war of attrition , of single actions , of an exchange of losses .",67,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBZ is)
      (NP
        (NP (DT a) (NN war))
        (PP (IN of) (NP (NN attrition)))
        (, ,)
        (PP (IN of) (NP (JJ single) (NNS actions)))
        (, ,)
        (PP (IN of) (NP (DT an) (NN exchange))))
      (PP (IN of) (NP (NNS losses))))
    (. .)))"
17,3,even marriage and the family was seen as a contractual arrangement .,54,"(S1
  (S
    (ADVP (RB even))
    (NP (NP (NN marriage)) (CC and) (NP (DT the) (NN family)))
    (VP
      (VBD was)
      (VP
        (VBN seen)
        (PP (IN as) (NP (DT a) (JJ contractual) (NN arrangement)))))
    (. .)))"
18,3,In the eyepiece a Wratten 2 B filter was used to filter off residual ultra-violet light .,26,"(S1
  (S
    (PP (IN In) (NP (DT the) (NN eyepiece)))
    (NP (DT a) (NNP Wratten) (CD 2) (NNP B) (NN filter))
    (VP
      (VBD was)
      (VP
        (VBN used)
        (S
          (VP
            (TO to)
            (VP
              (VB filter)
              (PP
                (IN off)
                (NP (JJ residual) (NN ultra-violet) (NN light))))))))
    (. .)))"
19,3,"There was no money for tuition , for clothes , for all the things you apparently take for granted .",82,"(S1
  (S
    (NP (EX There))
    (VP
      (VBD was)
      (NP
        (NP (DT no) (NN money))
        (PP (IN for) (NP (NN tuition)))
        (, ,)
        (PP (IN for) (NP (NNS clothes)))
        (, ,)
        (PP (IN for) (NP (PDT all) (DT the) (NNS things))))
      (SBAR
        (S
          (NP (PRP you))
          (ADVP (RB apparently))
          (VP (VB take) (SBAR (IN for) (S (VP (VBN granted))))))))
    (. .)))"
0,4,`` Why does this girl keep a sweater in the refrigerator '' ? ?,76,"(S1
  (SBARQ
    (`` ``)
    (WHADVP (WRB Why))
    (SQ
      (VBZ does)
      (NP (DT this) (NN girl))
      (VP
        (VB keep)
        (NP
          (NP (DT a) (NN sweater))
          (PP (IN in) (NP (NP (DT the) (NN refrigerator)) ('' '')))))
      (. ?))
    (. ?)))"
1,4,Will argument and debate decide its truth or falsity ? ?,30,"(S1
  (SQ
    (SQ
      (MD Will)
      (NP (NN argument) (CC and) (NN debate))
      (VP
        (VBP decide)
        (NP (PRP$ its) (NN truth) (CC or) (NN falsity)))
      (. ?))
    (. ?)))"
2,4,"Having persisted too long in deliberate ignorance and denial of the forces that threatened her , Pamela was relieved now to admit their potency and to be taking definite steps toward grappling with them .",90,"(S1
  (S
    (S
      (VP
        (VBG Having)
        (VP
          (VBD persisted)
          (ADJP
            (RB too)
            (JJ long)
            (PP
              (IN in)
              (NP
                (NP
                  (JJ deliberate)
                  (NML
                    (NML (NN ignorance))
                    (CC and)
                    (NML (NN denial))))
                (PP
                  (IN of)
                  (NP
                    (NP (DT the) (NNS forces))
                    (SBAR
                      (WHNP (WDT that))
                      (S (VP (VBD threatened) (NP (PRP her)))))))))))))
    (, ,)
    (NP (NNP Pamela))
    (VP
      (VBD was)
      (VP
        (VBN relieved)
        (S
          (ADVP (RB now))
          (VP
            (TO to)
            (VP
              (VP (VB admit) (NP (PRP$ their) (NN potency)))
              (CC and)
              (VP
                (TO to)
                (VP
                  (VB be)
                  (VP
                    (VBG taking)
                    (NP
                      (NP (JJ definite) (NNS steps))
                      (PP
                        (IN toward)
                        (S
                          (VP
                            (VBG grappling)
                            (PP (IN with) (NP (PRP them)))))))))))))))
    (. .)))"
3,4,The work for Commonweal was more satisfying than work for Commentary `` because of the staff's tiptoeing fear of making a booboo '' .,68,"(S1
  (S
    (NP (NP (DT The) (NN work)) (PP (IN for) (NP (NNP Commonweal))))
    (VP
      (VBD was)
      (ADJP (RBR more) (JJ satisfying) (PP (IN than) (NP (NN work))))
      (PP (IN for) (NP (NN Commentary)))
      (`` ``)
      (PP
        (IN because)
        (IN of)
        (NP
          (NP (DT the) (NN staff's))
          (VP
            (VBG tiptoeing)
            (NP
              (NP (NN fear))
              (PP
                (IN of)
                (S (VP (VBG making) (NP (DT a) (NN booboo) ('' ''))))))))))
    (. .)))"
4,4,"others were of men doffing their hats to each other , carrying umbrellas with pomp , reading newspapers , or simply showing loaves of bread spread out .",15,"(S1
  (S
    (NP (NNS others))
    (VP
      (VBD were)
      (PP
        (IN of)
        (S
          (NP (NNS men))
          (VP
            (VBG doffing)
            (NP (PRP$ their) (NNS hats))
            (PP (TO to) (NP (DT each) (JJ other))))))
      (, ,)
      (S
        (VP
          (VP
            (VBG carrying)
            (NP (NP (NNS umbrellas)) (PP (IN with) (NP (NN pomp)))))
          (, ,)
          (VP (VBG reading) (NP (NNS newspapers)))
          (, ,)
          (CC or)
          (VP
            (ADVP (RB simply))
            (VBG showing)
            (NP
              (NP (NNS loaves))
              (PP
                (IN of)
                (NP
                  (NP (NN bread))
                  (VP (VBN spread) (ADVP (RB out))))))))))
    (. .)))"
5,4,"Walnut , wormy chestnut , pecan , three varieties of burl , hand-woven Philippine cane , ceramic tiles , marble are used to emphasize the feeling of texture and of permanence , the furniture to fit into rooms with tiled floors , brick or paneled walls , windows that bring in the outdoors .",17,"(S1
  (S
    (ADVP (NNP Walnut))
    (, ,)
    (NP
      (NP
        (JJ wormy)
        (NN chestnut)
        (, ,)
        (NN pecan)
        (, ,)
        (CD three)
        (NNS varieties))
      (PP
        (IN of)
        (NP
          (NP (NN burl))
          (, ,)
          (NP (JJ hand-woven) (NNP Philippine) (NNP cane))
          (, ,)
          (NP (JJ ceramic) (NNS tiles))
          (, ,)
          (NP (NN marble)))))
    (VP
      (VBP are)
      (VP
        (VBN used)
        (S
          (VP
            (TO to)
            (VP
              (VB emphasize)
              (NP
                (NP (DT the) (NN feeling))
                (PP
                  (PP (IN of) (NP (NN texture)))
                  (CC and)
                  (PP
                    (IN of)
                    (NP
                      (NP (NN permanence))
                      (, ,)
                      (NP
                        (DT the)
                        (NN furniture)
                        (S
                          (VP
                            (TO to)
                            (VP
                              (VB fit)
                              (PP
                                (IN into)
                                (NP
                                  (NP (NNS rooms))
                                  (PP
                                    (IN with)
                                    (NP (JJ tiled) (NNS floors)))))))))
                      (, ,)
                      (NP
                        (UCP (NN brick) (CC or) (JJ paneled))
                        (NNS walls))
                      (, ,)
                      (NP
                        (NP (NNS windows))
                        (SBAR
                          (WHNP (WDT that))
                          (S
                            (VP
                              (VBP bring)
                              (PP
                                (IN in)
                                (NP (DT the) (NNS outdoors))))))))))))))))
    (. .)))"
6,4,"Sickness or loss of some of the livestock may cut into the owner's earnings , even into his capital .",3,"(S1
  (S
    (NP
      (NP (NN Sickness) (CC or) (NN loss))
      (PP
        (IN of)
        (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NN livestock))))))
    (VP
      (MD may)
      (VP
        (VB cut)
        (PP (IN into) (NP (DT the) (NN owner's)))
        (NP (NNS earnings))
        (, ,)
        (PP (RB even) (IN into) (NP (PRP$ his) (NN capital)))))
    (. .)))"
7,4,"But the natural condition for the heavenly bodies is neither rest , nor rectilinear motion .",32,"(S1
  (S
    (CC But)
    (NP
      (NP (DT the) (JJ natural) (NN condition))
      (PP (IN for) (NP (DT the) (JJ heavenly) (NNS bodies))))
    (VP
      (VBZ is)
      (NP
        (NP (DT neither) (NN rest))
        (, ,)
        (CC nor)
        (NP (JJ rectilinear) (NN motion))))
    (. .)))"
8,4,"`` Mom '' Marr , as the more than 80 men at the center call her , is the link that helps to bridge the gulf between alcoholics and the outside world and between parolees and society .",88,"(S1
  (S
    (NP (`` ``) (NN Mom) ('' '') (NNP Marr))
    (PRN
      (, ,)
      (S
        (NP
          (NP
            (QP (RB as) (DT the) (JJR more) (IN than) (CD 80))
            (NNS men))
          (PP (IN at) (NP (DT the) (NN center))))
        (VP (VB call) (NP (PRP her))))
      (, ,))
    (VP
      (VBZ is)
      (NP
        (NP (DT the) (NN link))
        (SBAR
          (WHNP (WDT that))
          (S
            (VP
              (VBZ helps)
              (S
                (VP
                  (TO to)
                  (VP
                    (VB bridge)
                    (NP
                      (NP (DT the) (NN gulf))
                      (PP
                        (PP
                          (IN between)
                          (NP
                            (NP (NNS alcoholics))
                            (CC and)
                            (NP (DT the) (JJ outside) (NN world))))
                        (CC and)
                        (PP
                          (IN between)
                          (NP (NNS parolees) (CC and) (NN society)))))))))))))
    (. .)))"
9,4,"Until the Cuban fiasco and the Communist military victories in Laos , almost any observer would have said that President Kennedy had blended a program that respected , generally , the opinions voiced both by Mr. Nixon and the professors .",36,"(S1
  (S
    (PP
      (IN Until)
      (NP
        (NP (DT the) (NNP Cuban) (NN fiasco))
        (CC and)
        (NP
          (NP (DT the) (NNP Communist) (JJ military) (NNS victories))
          (PP (IN in) (NP (NNP Laos))))))
    (, ,)
    (NP (RB almost) (DT any) (NN observer))
    (VP
      (MD would)
      (VP
        (VB have)
        (VP
          (VBN said)
          (SBAR
            (IN that)
            (S
              (NP (NNP President) (NNP Kennedy))
              (VP
                (VBD had)
                (NP
                  (NP (JJ blended) (DT a) (NN program))
                  (SBAR (WHNP (WDT that)) (S (VP (VBD respected)))))
                (, ,)
                (ADVP (RB generally))
                (, ,)
                (S
                  (NP (DT the) (NNS opinions))
                  (VP
                    (VBN voiced)
                    (PP
                      (DT both)
                      (IN by)
                      (NP
                        (NP (NNP Mr.) (NNP Nixon))
                        (CC and)
                        (NP (DT the) (NNS professors))))))))))))
    (. .)))"
10,4,"We hold safe little jobs illustrating tooth-paste ads or the salacious incidents in trivial novels , and most of our easel painting is nothing but picking the fluff out of the navel so it can be contemplated in greater purity .",51,"(S1
  (S
    (S
      (NP (PRP We))
      (VP
        (VBP hold)
        (NP
          (NP
            (NP (JJ safe) (JJ little) (NNS jobs))
            (VP (VBG illustrating) (NP (JJ tooth-paste) (NNS ads))))
          (CC or)
          (NP (DT the) (JJ salacious) (NNS incidents)))
        (PP (IN in) (NP (JJ trivial) (NNS novels)))))
    (, ,)
    (CC and)
    (S
      (NP
        (NP (JJS most))
        (PP (IN of) (NP (PRP$ our) (NN easel) (NN painting))))
      (VP
        (VBZ is)
        (NP
          (NP (NN nothing))
          (CC but)
          (S
            (VP
              (VBG picking)
              (NP (DT the) (NN fluff))
              (PP
                (IN out)
                (PP
                  (IN of)
                  (NP
                    (NP (DT the) (NN navel))
                    (SBAR
                      (WHNP (IN so))
                      (S
                        (NP (PRP it))
                        (VP
                          (MD can)
                          (VP
                            (VB be)
                            (VP
                              (VBN contemplated)
                              (PP
                                (IN in)
                                (NP (JJR greater) (NN purity))))))))))))))))
    (. .)))"
11,4,"Zing was the creation of two men , Louis Thor and Bill Blake , partners in zing ! !",69,"(S1
  (S
    (NP (NN Zing))
    (VP
      (VBD was)
      (NP
        (NP (DT the) (NN creation))
        (PP
          (IN of)
          (NP
            (NP (CD two) (NNS men))
            (, ,)
            (NP
              (NP
                (NNP Louis)
                (NNP Thor)
                (CC and)
                (NNP Bill)
                (NNP Blake))
              (, ,)
              (NP (NP (NNS partners)) (PP (IN in) (NP (NN zing))))
              (. !))))))
    (. !)))"
12,4,"It began invariably in low tones , almost conversational , and then gradually worked up to high , shrill appeals to God and man .",65,"(S1
  (S
    (NP (PRP It))
    (VP
      (VP
        (VBD began)
        (ADVP (RB invariably))
        (PP
          (IN in)
          (NP
            (NP (JJ low) (NNS tones))
            (, ,)
            (ADJP (RB almost) (JJ conversational))
            (, ,))))
      (CC and)
      (RB then)
      (ADVP (RB gradually))
      (VP
        (VBD worked)
        (PRT (RP up))
        (PP
          (TO to)
          (NP
            (NP
              (NP (JJ high) (, ,) (JJ shrill) (NNS appeals))
              (PP (TO to) (NP (NNP God))))
            (CC and)
            (NP (NN man))))))
    (. .)))"
13,4,Legislators who last year opposed placing aged-care under the social security system criticized the President's plan .,84,"(S1
  (S
    (NP
      (NP (NNS Legislators))
      (SBAR
        (WHNP (WP who))
        (S
          (NP (JJ last) (NN year))
          (VP
            (VBD opposed)
            (NP
              (NP (NN placing) (NN aged-care))
              (PP
                (IN under)
                (NP (DT the) (JJ social) (NN security) (NN system))))))))
    (VP (VBD criticized) (NP (DT the) (NNP President's) (NN plan)))
    (. .)))"
14,4,"They offered no opinions , volunteered nothing , betrayed no emotions .",81,"(S1
  (S
    (NP (PRP They))
    (VP
      (VBD offered)
      (NP
        (NP (DT no) (NNS opinions))
        (, ,)
        (VP (VBD volunteered) (NP (NN nothing)))
        (, ,)
        (SBAR (S (VP (VBN betrayed) (NP (DT no) (NNS emotions)))))))
    (. .)))"
15,4,"Nevertheless , impulses still exist among the ruling elite to rationalize and thus to perpetuate the need for centralized and authoritarian practices .",24,"(S1
  (S
    (ADVP (RB Nevertheless))
    (, ,)
    (NP (NNS impulses))
    (ADVP (RB still))
    (VP
      (VBP exist)
      (PP (IN among) (NP (DT the) (JJ ruling) (NNS elite)))
      (S
        (VP
          (TO to)
          (VP
            (VP (VB rationalize))
            (CC and)
            (VP
              (RB thus)
              (S
                (VP
                  (TO to)
                  (VP
                    (VB perpetuate)
                    (NP
                      (NP (DT the) (NN need))
                      (PP
                        (IN for)
                        (NP
                          (JJ centralized)
                          (CC and)
                          (JJ authoritarian)
                          (NNS practices))))))))))))
    (. .)))"
16,4,"My object , rather , is to alert you to an aspect or two of the affair that could have the gravest implications for you , far beyond the legal sanctions society might inflict .",80,"(S1
  (S
    (NP (PRP$ My) (NN object))
    (, ,)
    (ADVP (RB rather))
    (, ,)
    (VP
      (VBZ is)
      (S
        (VP
          (TO to)
          (VP
            (VB alert)
            (NP (PRP you))
            (PP
              (TO to)
              (NP
                (NP (DT an) (NN aspect) (QP (CC or) (CD two)))
                (PP (IN of) (NP (DT the) (NN affair)))
                (SBAR
                  (WHNP (WDT that))
                  (S
                    (VP
                      (MD could)
                      (VP
                        (VB have)
                        (NP
                          (NP
                            (DT the)
                            (JJS gravest)
                            (NNS implications))
                          (PP
                            (PP (IN for) (NP (PRP you)))
                            (, ,)
                            (ADVP (RB far)))
                          (SBAR
                            (IN beyond)
                            (S
                              (NP
                                (DT the)
                                (JJ legal)
                                (NNS sanctions)
                                (NN society))
                              (VP (MD might) (VP (VB inflict))))))))))))))))
    (. .)))"
17,4,"He was no longer able to relax in the presence of his parents and found it difficult to keep up a conversation with his mother or father , no matter the subject .",75,"(S1
  (S
    (NP (PRP He))
    (VP
      (VBD was)
      (ADVP (RB no) (RB longer))
      (ADJP
        (JJ able)
        (S
          (VP
            (TO to)
            (VP
              (VP
                (VB relax)
                (PRT (RP in))
                (NP
                  (NP (DT the) (NN presence))
                  (PP (IN of) (NP (PRP$ his) (NNS parents)))))
              (CC and)
              (VP
                (VBD found)
                (S
                  (NP (PRP it))
                  (ADJP
                    (JJ difficult)
                    (S
                      (VP
                        (TO to)
                        (VP
                          (VB keep)
                          (PRT (RP up))
                          (NP (DT a) (NN conversation))
                          (PP
                            (IN with)
                            (NP
                              (PRP$ his)
                              (NN mother)
                              (CC or)
                              (NN father)))
                          (, ,)
                          (S
                            (NP (DT no) (NN matter))
                            (NP (DT the) (NN subject))))))))))))))
    (. .)))"
18,4,"I do not claim to be free from sin , or from the need for repentance and forgiveness .",60,"(S1
  (S
    (NP (PRP I))
    (VP
      (VBP do)
      (RB not)
      (VP
        (VB claim)
        (S
          (VP
            (TO to)
            (VP
              (VB be)
              (ADJP
                (ADJP
                  (JJ free)
                  (PP
                    (PP (IN from) (NP (NN sin)))
                    (, ,)
                    (CC or)
                    (PP (IN from) (NP (DT the) (NN need)))))
                (PP
                  (IN for)
                  (NP (NN repentance) (CC and) (NN forgiveness)))))))))
    (. .)))"
19,4,( 2 ) Willie Mays of the San Francisco Giants borrowed a teammate's bat and became the ninth big leaguer to stroke four home runs in a game ; ;,86,"(S1
  (S
    (S
      (LST (-LRB- -LRB-) (LS 2) (-RRB- -RRB-))
      (NP
        (NP (NNP Willie) (NNP Mays))
        (PP
          (IN of)
          (NP (DT the) (NNP San) (NNP Francisco) (NNP Giants))))
      (VP
        (VP (VBD borrowed) (NP (DT a) (JJ teammate's) (NN bat)))
        (CC and)
        (VP
          (VBD became)
          (S
            (NP (DT the) (JJ ninth) (JJ big) (NN leaguer))
            (VP
              (TO to)
              (VP
                (NN stroke)
                (NP
                  (NP (CD four) (NN home) (NNS runs))
                  (PP (IN in) (NP (DT a) (NN game))))))))))
    (: ;)
    (: ;)))"
0,5,( 2 ) Willie Mays of the San Francisco Giants borrowed a teammate's bat and became the ninth big leaguer to stroke four home runs in a game ; ;,86,"(S1
  (S
    (S
      (LST (-LRB- -LRB-) (LS 2) (-RRB- -RRB-))
      (NP
        (NP (NNP Willie) (NNPS Mays))
        (PP
          (IN of)
          (NP (DT the) (NNP San) (NNP Francisco) (NNP Giants))))
      (VP
        (VP (VBD borrowed) (NP (DT a) (NN teammate's) (NN bat)))
        (CC and)
        (VP
          (VBD became)
          (NP (DT the) (JJ ninth) (JJ big) (NN leaguer))
          (PP
            (TO to)
            (NP (NN stroke) (CD four) (NN home) (NNS runs)))
          (PP (IN in) (NP (DT a) (NN game))))))
    (: ;)
    (: ;)))"
