question,worker,answer
546,2,0
546,3,0
546,8,0
546,12,2
546,13,1
546,16,3
546,21,0
546,25,1
546,54,1
546,56,1
237,2,3
237,5,2
237,13,3
237,20,3
237,33,3
237,35,0
237,41,1
237,43,1
237,44,2
237,60,3
21,2,1
21,15,1
21,16,1
21,23,1
21,34,1
21,40,0
21,43,2
21,47,2
21,50,1
21,63,0
66,2,0
66,9,3
66,13,3
66,16,1
66,23,1
66,25,2
66,39,3
66,47,0
66,56,0
66,68,3
394,2,1
394,5,0
394,13,3
394,15,3
394,17,3
394,31,1
394,34,3
394,40,2
394,49,0
394,96,1
135,2,1
135,3,1
135,5,1
135,12,3
135,25,0
135,31,0
135,34,3
135,35,2
135,53,0
135,58,2
453,2,2
453,5,3
453,7,3
453,12,3
453,13,0
453,20,1
453,43,3
453,47,0
453,55,0
453,70,1
441,2,1
441,9,3
441,17,1
441,25,2
441,29,3
441,30,0
441,35,0
441,37,0
441,47,0
441,73,3
435,2,1
435,4,1
435,7,1
435,12,1
435,20,3
435,27,0
435,62,0
435,72,0
435,94,1
435,105,1
638,2,0
638,9,2
638,20,0
638,26,2
638,31,1
638,43,2
638,44,3
638,51,2
638,60,2
638,73,2
538,2,1
538,9,2
538,13,3
538,31,1
538,47,2
538,50,2
538,54,2
538,58,0
538,60,3
538,61,3
444,2,0
444,4,1
444,10,1
444,21,1
444,23,1
444,31,3
444,40,1
444,41,3
444,51,1
444,66,1
80,2,0
80,5,1
80,9,1
80,16,1
80,18,1
80,20,3
80,25,2
80,53,0
80,58,2
80,87,0
300,2,0
300,3,1
300,9,1
300,16,0
300,21,3
300,22,1
300,40,1
300,49,1
300,65,1
300,68,2
353,2,0
353,9,2
353,16,0
353,22,1
353,31,1
353,40,0
353,43,2
353,58,0
353,69,3
353,70,2
532,2,0
532,5,3
532,14,1
532,21,0
532,23,0
532,26,0
532,27,3
532,35,2
532,67,0
532,69,1
430,2,3
430,8,2
430,20,3
430,22,1
430,23,2
430,29,2
430,31,3
430,56,2
430,61,0
430,83,2
374,2,2
374,3,3
374,9,1
374,21,0
374,23,1
374,26,1
374,35,0
374,40,1
374,41,0
374,62,1
709,3,1
709,13,1
709,16,1
709,21,1
709,22,2
709,28,1
709,29,1
709,34,1
709,35,0
709,42,3
610,3,1
610,13,1
610,14,1
610,16,1
610,20,0
610,28,3
610,39,3
610,45,2
610,61,1
610,66,2
571,3,2
571,21,2
571,31,1
571,34,2
571,50,2
571,55,3
571,58,2
571,63,1
571,69,0
571,94,3
692,3,0
692,9,2
692,13,0
692,22,2
692,27,0
692,34,2
692,35,2
692,42,3
692,43,0
692,51,0
98,3,2
98,8,3
98,12,3
98,15,1
98,35,2
98,44,1
98,55,0
98,58,2
98,68,1
98,79,0
361,3,2
361,5,2
361,9,1
361,20,1
361,22,2
361,31,3
361,34,1
361,43,2
361,54,2
361,55,0
340,3,1
340,16,1
340,25,1
340,35,3
340,36,3
340,37,2
340,47,2
340,53,3
340,72,3
340,81,0
630,3,3
630,13,0
630,14,2
630,15,3
630,31,0
630,34,3
630,35,1
630,43,3
630,61,2
630,73,3
582,3,1
582,8,3
582,10,3
582,13,1
582,16,0
582,23,1
582,39,2
582,43,1
582,51,1
582,76,3
251,3,1
251,4,3
251,7,1
251,9,1
251,13,2
251,16,0
251,34,2
251,40,2
251,43,1
251,60,1
635,3,3
635,5,3
635,16,3
635,19,1
635,20,1
635,22,3
635,40,3
635,54,0
635,56,1
635,97,1
30,3,1
30,5,3
30,10,3
30,20,0
30,22,3
30,27,1
30,31,3
30,35,3
30,41,1
30,59,3
753,3,0
753,9,0
753,28,0
753,35,3
753,43,0
753,55,0
753,62,0
753,66,0
753,73,2
753,107,2
38,3,2
38,11,2
38,16,2
38,17,2
38,19,2
38,22,0
38,29,2
38,31,3
38,34,3
38,61,0
180,3,3
180,4,0
180,13,2
180,19,0
180,23,3
180,26,3
180,35,3
180,48,0
180,56,2
180,60,3
332,3,2
332,5,2
332,9,2
332,21,2
332,34,2
332,35,3
332,39,2
332,47,2
332,58,2
332,79,1
412,3,3
412,13,0
412,20,0
412,23,2
412,28,3
412,35,0
412,45,3
412,48,3
412,50,2
412,69,2
221,3,3
221,8,1
221,10,2
221,19,3
221,20,2
221,35,0
221,41,3
221,47,3
221,68,1
221,70,3
691,3,3
691,5,3
691,9,3
691,13,0
691,20,1
691,31,2
691,41,3
691,43,3
691,53,0
691,87,0
550,3,2
550,9,2
550,13,0
550,14,1
550,23,3
550,35,1
550,39,3
550,40,2
550,47,2
550,61,1
677,3,1
677,13,2
677,19,3
677,25,2
677,35,0
677,42,2
677,54,2
677,55,1
677,56,1
677,58,1
721,3,2
721,9,2
721,11,0
721,21,0
721,25,0
721,28,3
721,41,2
721,47,0
721,62,1
721,84,0
501,3,0
501,13,0
501,15,0
501,20,3
501,27,0
501,34,3
501,40,3
501,50,1
501,56,1
501,77,3
371,3,0
371,8,2
371,9,2
371,16,2
371,20,3
371,21,3
371,35,0
371,39,3
371,41,2
371,54,2
702,3,3
702,14,1
702,16,1
702,20,3
702,21,2
702,31,2
702,37,3
702,41,3
702,42,1
702,61,1
151,3,3
151,11,0
151,13,2
151,15,0
151,25,2
151,31,2
151,34,0
151,36,1
151,68,0
151,88,3
492,3,2
492,11,3
492,13,2
492,21,1
492,22,3
492,31,0
492,50,2
492,55,0
492,84,2
492,94,2
99,3,0
99,13,0
99,20,1
99,21,0
99,22,1
99,35,3
99,36,2
99,37,2
99,57,0
99,73,0
355,3,3
355,5,3
355,9,3
355,19,2
355,28,3
355,29,3
355,35,0
355,40,3
355,53,0
355,99,3
606,3,1
606,6,1
606,16,1
606,25,0
606,31,1
606,35,0
606,36,2
606,47,1
606,54,1
606,90,1
515,3,1
515,9,1
515,11,1
515,13,1
515,16,1
515,19,1
515,22,1
515,51,1
515,53,3
515,94,1
669,3,2
669,11,3
669,13,1
669,16,1
669,19,3
669,21,3
669,28,2
669,29,2
669,31,3
669,47,1
193,3,3
193,9,2
193,13,3
193,16,0
193,19,2
193,23,3
193,27,3
193,30,1
193,41,0
193,60,3
747,3,1
747,20,0
747,27,1
747,34,1
747,35,1
747,43,1
747,47,3
747,58,1
747,63,0
747,88,0
656,3,3
656,20,0
656,21,1
656,25,3
656,26,3
656,29,1
656,43,0
656,54,0
656,58,3
656,61,3
48,3,2
48,13,2
48,14,3
48,23,1
48,31,0
48,34,2
48,35,2
48,41,3
48,47,2
48,61,3
662,3,2
662,16,2
662,21,2
662,25,0
662,28,0
662,34,0
662,35,3
662,36,0
662,39,2
662,43,0
281,3,0
281,15,0
281,16,0
281,17,0
281,20,3
281,23,0
281,26,1
281,34,0
281,51,0
281,52,0
82,3,2
82,9,3
82,20,1
82,22,2
82,29,2
82,35,1
82,40,0
82,61,2
82,69,1
82,88,0
133,3,1
133,12,3
133,16,1
133,31,2
133,35,1
133,43,0
133,61,3
133,63,3
133,76,3
133,83,3
458,3,0
458,6,3
458,9,0
458,10,0
458,12,3
458,34,1
458,40,0
458,42,3
458,43,0
458,60,0
170,3,1
170,13,1
170,16,1
170,20,0
170,24,1
170,34,1
170,36,0
170,50,2
170,54,0
170,93,1
107,3,3
107,5,3
107,11,2
107,20,1
107,22,2
107,34,0
107,36,2
107,40,3
107,41,3
107,53,3
176,3,1
176,4,2
176,22,0
176,25,1
176,29,1
176,31,3
176,32,3
176,33,0
176,35,3
176,58,1
351,3,3
351,13,3
351,16,0
351,19,3
351,22,3
351,34,0
351,35,0
351,40,0
351,55,1
351,59,1
654,3,1
654,8,3
654,13,1
654,29,0
654,31,2
654,37,1
654,41,3
654,43,1
654,55,0
654,58,1
384,3,3
384,9,3
384,13,1
384,28,1
384,34,3
384,41,0
384,50,2
384,61,3
384,63,1
384,94,3
249,3,1
249,13,0
249,14,1
249,15,1
249,16,1
249,17,1
249,40,1
249,41,1
249,55,0
249,61,0
493,3,1
493,10,1
493,17,1
493,36,0
493,37,0
493,40,1
493,47,0
493,61,1
493,62,1
493,70,3
144,3,2
144,13,1
144,16,1
144,17,2
144,19,0
144,23,1
144,34,0
144,36,1
144,37,3
144,90,1
111,3,0
111,10,3
111,13,2
111,15,3
111,22,1
111,27,3
111,35,0
111,41,3
111,60,1
111,76,0
534,3,1
534,7,0
534,9,0
534,11,1
534,31,2
534,47,3
534,56,2
534,61,0
534,72,0
534,91,0
60,3,3
60,9,2
60,12,1
60,34,0
60,39,0
60,50,2
60,53,3
60,54,0
60,80,1
60,81,1
381,3,1
381,16,3
381,19,1
381,20,1
381,23,3
381,34,3
381,39,3
381,58,3
381,69,3
381,82,3
346,3,3
346,9,2
346,11,0
346,17,2
346,31,0
346,34,2
346,41,2
346,45,2
346,54,3
346,71,0
28,3,0
28,13,2
28,14,2
28,19,3
28,20,0
28,27,2
28,29,1
28,40,2
28,43,2
28,51,2
400,3,0
400,6,3
400,10,2
400,31,1
400,35,0
400,36,2
400,37,2
400,43,2
400,44,2
400,60,2
341,3,2
341,11,1
341,13,2
341,16,1
341,24,1
341,31,2
341,37,2
341,54,2
341,62,3
341,69,3
227,3,1
227,5,2
227,16,0
227,20,1
227,24,0
227,25,1
227,35,2
227,43,3
227,55,3
227,61,1
710,3,0
710,9,2
710,16,2
710,20,0
710,23,3
710,28,3
710,34,3
710,35,2
710,43,3
710,58,3
85,3,0
85,9,1
85,11,2
85,13,2
85,20,3
85,27,1
85,31,0
85,43,2
85,61,0
85,73,2
799,3,3
799,9,2
799,11,3
799,20,3
799,35,2
799,41,3
799,51,2
799,61,2
799,63,3
799,88,3
307,3,2
307,13,2
307,15,0
307,21,0
307,30,1
307,34,3
307,36,1
307,39,1
307,41,0
307,73,3
397,3,3
397,8,1
397,9,3
397,13,2
397,15,0
397,26,2
397,35,0
397,41,2
397,44,0
397,63,3
54,3,1
54,8,0
54,9,1
54,12,0
54,16,3
54,23,1
54,28,0
54,34,0
54,35,3
54,43,0
629,3,3
629,5,2
629,16,0
629,31,3
629,41,2
629,43,0
629,47,2
629,53,1
629,58,2
629,62,2
674,3,2
674,8,1
674,16,2
674,20,0
674,25,1
674,31,0
674,37,2
674,40,1
674,43,3
674,102,0
212,3,0
212,13,1
212,16,0
212,23,3
212,31,2
212,35,3
212,43,1
212,47,2
212,58,3
212,78,1
481,3,3
481,7,1
481,9,1
481,13,1
481,20,0
481,25,2
481,40,0
481,42,0
481,50,1
481,55,3
96,3,1
96,5,1
96,10,1
96,15,2
96,19,3
96,25,3
96,35,1
96,48,2
96,49,3
96,83,1
138,3,3
138,11,1
138,14,0
138,19,2
138,29,2
138,34,2
138,35,3
138,37,2
138,40,1
138,55,3
455,3,2
455,13,0
455,15,1
455,16,0
455,20,3
455,22,0
455,27,3
455,29,3
455,37,3
455,47,3
401,3,0
401,16,2
401,17,3
401,22,3
401,23,0
401,34,1
401,40,3
401,41,3
401,52,0
401,104,2
190,3,2
190,9,3
190,25,3
190,37,3
190,40,1
190,43,3
190,55,0
190,56,3
190,61,3
190,68,3
161,3,3
161,9,0
161,10,2
161,13,1
161,16,3
161,21,1
161,35,2
161,42,3
161,43,2
161,54,3
19,3,2
19,9,1
19,12,0
19,13,1
19,14,1
19,16,3
19,31,3
19,34,1
19,53,3
19,55,3
749,3,3
749,10,2
749,13,2
749,16,0
749,21,3
749,31,0
749,34,2
749,45,2
749,63,0
749,66,3
781,3,2
781,13,1
781,16,1
781,20,0
781,30,3
781,35,2
781,43,1
781,45,1
781,47,1
781,58,1
618,3,2
618,13,1
618,15,1
618,19,2
618,20,1
618,44,0
618,50,3
618,55,2
618,56,3
618,60,0
724,3,1
724,10,2
724,13,1
724,16,3
724,20,2
724,22,3
724,34,1
724,47,2
724,59,1
724,66,3
296,3,3
296,10,2
296,20,1
296,40,0
296,42,2
296,53,1
296,55,2
296,56,1
296,58,0
296,63,1
690,3,1
690,9,3
690,13,3
690,16,3
690,21,2
690,22,1
690,25,2
690,47,3
690,53,2
690,73,2
659,3,0
659,9,3
659,12,2
659,16,2
659,20,2
659,22,3
659,25,0
659,34,1
659,43,2
659,59,1
675,3,0
675,11,0
675,20,3
675,22,3
675,25,3
675,30,0
675,41,1
675,45,3
675,51,1
675,59,3
33,3,2
33,9,1
33,11,2
33,16,0
33,19,0
33,21,0
33,25,2
33,34,0
33,41,0
33,58,0
772,3,2
772,8,1
772,9,1
772,22,1
772,25,0
772,27,1
772,34,1
772,35,3
772,40,1
772,88,1
773,3,2
773,9,2
773,13,3
773,16,2
773,20,0
773,22,0
773,25,1
773,28,2
773,54,2
773,72,0
467,3,1
467,4,1
467,13,0
467,17,3
467,20,2
467,34,0
467,43,1
467,53,0
467,69,1
467,85,1
11,3,1
11,5,2
11,19,3
11,25,3
11,31,3
11,35,3
11,39,3
11,50,0
11,54,1
11,55,0
502,3,3
502,6,3
502,9,2
502,13,3
502,16,3
502,19,1
502,23,3
502,30,2
502,35,3
502,53,1
29,3,2
29,12,3
29,13,3
29,31,2
29,34,0
29,35,2
29,47,3
29,56,3
29,60,3
29,68,1
695,3,0
695,5,1
695,9,2
695,12,3
695,13,1
695,16,3
695,20,1
695,23,3
695,31,3
695,43,3
136,3,0
136,5,0
136,9,1
136,11,0
136,13,1
136,21,2
136,25,3
136,37,0
136,40,1
136,63,2
293,3,0
293,4,3
293,16,2
293,20,2
293,25,2
293,28,2
293,30,1
293,36,3
293,41,2
293,50,3
708,3,0
708,6,1
708,9,3
708,12,2
708,16,1
708,20,1
708,29,3
708,34,0
708,53,3
708,59,3
356,3,3
356,13,2
356,20,2
356,35,3
356,42,1
356,44,0
356,51,0
356,54,0
356,62,0
356,73,2
572,3,3
572,10,1
572,13,1
572,15,3
572,22,1
572,26,1
572,31,0
572,40,0
572,43,1
572,56,1
498,3,1
498,22,2
498,25,2
498,27,2
498,28,1
498,34,2
498,35,3
498,40,2
498,42,0
498,53,2
526,3,2
526,9,0
526,25,0
526,31,0
526,35,2
526,39,2
526,49,0
526,53,1
526,67,2
526,73,1
651,3,1
651,10,2
651,13,3
651,20,1
651,29,3
651,36,2
651,40,3
651,41,3
651,43,3
651,62,0
364,3,2
364,9,3
364,16,0
364,20,3
364,22,3
364,29,3
364,30,0
364,42,1
364,55,3
364,88,2
739,3,1
739,9,2
739,16,1
739,21,0
739,31,0
739,34,2
739,53,2
739,58,2
739,60,1
739,63,0
756,3,3
756,9,1
756,10,0
756,13,3
756,16,2
756,25,1
756,30,0
756,34,0
756,61,0
756,102,0
303,3,1
303,8,0
303,9,3
303,13,3
303,16,3
303,23,3
303,53,0
303,54,3
303,57,0
303,58,0
372,3,1
372,8,3
372,10,1
372,21,1
372,26,3
372,37,0
372,40,3
372,58,3
372,67,3
372,99,0
507,3,1
507,8,3
507,14,3
507,16,3
507,34,3
507,35,1
507,43,2
507,51,2
507,54,1
507,55,2
387,3,0
387,10,1
387,12,3
387,16,2
387,20,3
387,23,1
387,27,1
387,40,0
387,47,1
387,54,1
715,3,2
715,5,3
715,13,3
715,16,1
715,20,1
715,25,2
715,34,3
715,42,3
715,47,2
715,58,2
605,3,1
605,15,1
605,22,2
605,25,3
605,29,2
605,35,3
605,40,2
605,42,2
605,43,1
605,61,2
663,3,2
663,9,1
663,13,1
663,16,1
663,20,3
663,21,2
663,27,1
663,34,3
663,35,3
663,59,3
623,3,2
623,5,0
623,9,0
623,13,1
623,16,1
623,23,0
623,25,3
623,28,0
623,36,3
623,55,0
318,3,2
318,10,1
318,20,0
318,23,3
318,28,1
318,34,1
318,35,2
318,37,3
318,55,3
318,56,3
807,3,3
807,9,0
807,12,0
807,13,3
807,20,1
807,25,3
807,28,2
807,34,0
807,43,0
807,53,0
765,3,0
765,9,2
765,21,1
765,25,0
765,31,0
765,34,2
765,35,3
765,40,0
765,43,2
765,58,2
636,3,0
636,8,3
636,13,0
636,21,0
636,25,2
636,28,1
636,31,2
636,35,0
636,43,3
636,59,3
327,3,2
327,16,1
327,19,2
327,22,1
327,25,0
327,35,3
327,47,0
327,51,0
327,53,3
327,54,3
55,3,1
55,4,3
55,12,3
55,14,3
55,34,2
55,35,1
55,36,0
55,43,2
55,77,0
55,78,1
685,3,0
685,7,3
685,10,1
685,17,1
685,20,0
685,22,3
685,42,0
685,43,1
685,47,2
685,60,3
395,3,0
395,11,0
395,13,1
395,31,3
395,36,0
395,39,2
395,48,1
395,51,1
395,53,3
395,85,2
622,3,1
622,9,2
622,14,1
622,16,2
622,20,3
622,25,2
622,34,2
622,41,3
622,51,2
622,59,3
742,3,3
742,5,3
742,13,0
742,28,2
742,29,2
742,34,0
742,40,2
742,41,3
742,42,0
742,58,3
312,3,0
312,9,2
312,16,2
312,23,0
312,31,0
312,35,3
312,41,3
312,47,3
312,53,2
312,65,2
91,3,0
91,5,1
91,20,0
91,22,1
91,29,1
91,30,1
91,31,3
91,35,2
91,56,3
91,81,1
506,3,0
506,4,0
506,5,1
506,9,1
506,11,1
506,20,2
506,26,2
506,30,1
506,31,3
506,43,1
141,3,0
141,9,3
141,20,0
141,24,3
141,31,0
141,35,0
141,37,3
141,44,3
141,54,1
141,80,3
189,3,1
189,6,3
189,7,0
189,8,0
189,14,1
189,16,1
189,31,1
189,34,0
189,39,3
189,41,0
165,3,2
165,12,0
165,13,0
165,16,3
165,22,1
165,31,1
165,35,3
165,43,0
165,47,2
165,55,2
604,3,1
604,5,3
604,13,3
604,16,2
604,28,2
604,34,0
604,35,2
604,47,3
604,55,0
604,80,3
313,3,2
313,6,0
313,13,3
313,16,2
313,20,1
313,21,3
313,36,2
313,40,3
313,41,2
313,52,3
418,3,0
418,14,3
418,17,3
418,23,3
418,34,3
418,50,2
418,53,0
418,55,2
418,58,0
418,61,3
645,3,0
645,9,2
645,16,2
645,20,1
645,34,3
645,42,2
645,43,3
645,53,3
645,60,2
645,63,0
716,3,2
716,10,0
716,13,1
716,20,0
716,30,1
716,31,2
716,43,1
716,50,1
716,51,1
716,58,0
191,3,0
191,9,2
191,10,1
191,11,1
191,13,0
191,16,1
191,17,1
191,22,3
191,39,0
191,57,1
192,3,2
192,12,3
192,13,3
192,16,0
192,20,2
192,21,0
192,26,2
192,37,3
192,41,1
192,55,2
751,3,1
751,16,3
751,20,2
751,22,0
751,28,3
751,30,0
751,35,2
751,36,3
751,58,0
751,66,0
5,3,0
5,16,1
5,20,3
5,25,1
5,28,1
5,31,3
5,32,1
5,33,3
5,34,0
5,35,0
646,3,2
646,9,3
646,13,1
646,14,3
646,16,0
646,31,2
646,35,1
646,37,3
646,43,3
646,45,3
454,3,1
454,9,2
454,13,2
454,16,3
454,18,2
454,20,3
454,22,2
454,39,3
454,40,3
454,47,2
416,3,1
416,5,0
416,21,0
416,34,3
416,35,1
416,46,3
416,47,1
416,53,2
416,58,3
416,61,1
298,3,2
298,5,0
298,9,3
298,16,0
298,25,1
298,26,1
298,42,0
298,65,3
298,67,0
298,89,0
470,3,1
470,7,1
470,12,1
470,17,0
470,29,3
470,39,0
470,47,3
470,55,3
470,61,0
470,85,3
528,3,1
528,9,3
528,10,3
528,12,2
528,13,3
528,41,0
528,44,0
528,61,3
528,73,2
528,81,2
761,3,1
761,9,2
761,13,2
761,16,1
761,26,2
761,31,3
761,35,3
761,42,1
761,43,2
761,59,2
701,3,3
701,9,2
701,20,0
701,40,2
701,41,2
701,47,3
701,51,2
701,59,1
701,66,0
701,94,2
320,3,1
320,16,0
320,17,1
320,24,1
320,27,3
320,37,2
320,41,0
320,43,3
320,60,3
320,75,2
533,3,1
533,5,3
533,10,3
533,13,3
533,16,3
533,34,3
533,37,1
533,47,0
533,53,2
533,57,0
738,3,1
738,14,3
738,16,2
738,20,1
738,25,3
738,30,3
738,31,2
738,34,3
738,40,3
738,43,2
18,3,3
18,9,1
18,13,1
18,17,1
18,18,1
18,26,1
18,40,1
18,43,1
18,54,1
18,61,1
246,3,1
246,8,2
246,9,2
246,13,3
246,16,2
246,20,2
246,23,2
246,29,3
246,34,3
246,72,3
793,3,3
793,5,2
793,9,2
793,13,2
793,22,2
793,31,2
793,35,3
793,41,0
793,47,2
793,58,3
476,3,2
476,12,1
476,20,2
476,22,2
476,27,0
476,29,0
476,36,0
476,41,0
476,42,3
476,65,0
748,3,2
748,9,0
748,10,0
748,11,1
748,16,1
748,20,3
748,31,2
748,34,1
748,55,0
748,66,1
226,3,0
226,8,2
226,9,2
226,15,3
226,16,3
226,21,2
226,31,1
226,40,1
226,50,2
226,62,2
696,3,3
696,9,0
696,12,0
696,13,2
696,16,2
696,34,1
696,37,0
696,43,0
696,47,0
696,73,1
760,3,2
760,9,0
760,16,2
760,20,3
760,27,1
760,34,1
760,43,1
760,60,1
760,61,2
760,62,0
621,3,2
621,21,1
621,23,0
621,30,1
621,31,1
621,35,2
621,41,0
621,50,0
621,54,0
621,59,1
513,3,3
513,10,0
513,20,3
513,22,0
513,25,2
513,28,0
513,31,1
513,40,0
513,43,0
513,63,3
797,3,2
797,5,1
797,9,0
797,16,2
797,19,1
797,31,0
797,41,3
797,58,3
797,61,0
797,94,3
306,3,2
306,9,1
306,14,1
306,31,0
306,49,2
306,51,1
306,55,3
306,56,1
306,61,1
306,65,3
684,3,2
684,8,0
684,9,2
684,21,0
684,22,2
684,34,0
684,35,2
684,43,0
684,53,3
684,58,1
273,3,2
273,5,3
273,7,3
273,22,3
273,36,1
273,40,2
273,43,3
273,52,3
273,54,1
273,61,2
795,3,2
795,5,0
795,9,1
795,10,2
795,16,3
795,22,1
795,28,0
795,36,0
795,45,1
795,63,3
647,3,2
647,6,3
647,10,0
647,21,3
647,23,0
647,25,3
647,31,3
647,34,0
647,39,3
647,40,0
541,3,0
541,4,2
541,8,2
541,13,1
541,15,3
541,21,2
541,35,3
541,40,1
541,43,2
541,57,0
127,3,0
127,8,2
127,16,1
127,20,0
127,25,2
127,31,1
127,35,3
127,40,0
127,58,3
127,91,3
206,3,1
206,5,3
206,9,3
206,13,3
206,19,2
206,34,3
206,39,0
206,53,1
206,61,3
206,90,2
707,3,1
707,13,3
707,15,2
707,17,2
707,22,1
707,29,2
707,35,0
707,40,1
707,43,2
707,58,2
681,3,2
681,8,0
681,12,0
681,13,0
681,14,0
681,22,2
681,28,0
681,35,0
681,51,0
681,59,3
735,3,3
735,5,1
735,9,2
735,16,1
735,20,0
735,25,2
735,37,1
735,40,2
735,42,1
735,58,1
101,3,1
101,17,1
101,23,2
101,27,2
101,34,2
101,35,0
101,36,3
101,47,1
101,55,1
101,75,2
670,3,3
670,10,0
670,11,0
670,14,0
670,22,1
670,23,2
670,25,2
670,29,0
670,35,1
670,55,1
619,3,2
619,5,2
619,12,2
619,20,3
619,21,1
619,31,2
619,43,1
619,51,1
619,53,2
619,55,2
167,3,1
167,12,0
167,13,3
167,19,2
167,20,2
167,25,1
167,35,2
167,37,0
167,39,1
167,49,3
442,3,2
442,9,3
442,19,0
442,20,2
442,26,3
442,28,3
442,34,3
442,43,3
442,82,3
442,91,3
509,3,2
509,9,3
509,16,0
509,20,1
509,21,0
509,35,0
509,39,1
509,50,3
509,51,3
509,61,3
238,3,3
238,6,0
238,22,1
238,31,2
238,35,0
238,37,2
238,40,0
238,60,2
238,85,1
238,90,2
803,3,1
803,9,2
803,16,3
803,21,0
803,28,2
803,29,1
803,31,1
803,35,3
803,42,2
803,55,2
699,3,3
699,6,3
699,13,0
699,16,0
699,18,2
699,25,1
699,31,1
699,36,0
699,45,0
699,73,2
316,3,3
316,11,0
316,16,0
316,19,0
316,20,0
316,21,1
316,22,1
316,25,3
316,34,1
316,40,3
776,3,0
776,5,0
776,9,3
776,11,1
776,14,3
776,16,1
776,20,0
776,21,2
776,42,2
776,102,1
789,3,1
789,9,3
789,11,1
789,13,1
789,16,3
789,28,0
789,35,2
789,36,2
789,62,3
789,66,0
790,3,3
790,9,3
790,20,3
790,21,3
790,22,1
790,30,3
790,41,0
790,43,0
790,54,0
790,66,3
480,3,1
480,9,0
480,13,0
480,16,3
480,20,0
480,23,3
480,25,3
480,37,0
480,43,3
480,45,0
723,3,3
723,9,3
723,11,1
723,13,1
723,27,0
723,28,2
723,30,1
723,31,2
723,34,0
723,72,3
787,3,3
787,9,1
787,16,3
787,23,0
787,30,1
787,31,1
787,34,0
787,35,3
787,42,3
787,61,2
460,3,0
460,9,0
460,11,0
460,16,1
460,19,1
460,28,1
460,45,1
460,50,1
460,52,1
460,53,3
782,3,0
782,6,3
782,20,1
782,22,2
782,25,3
782,29,2
782,43,2
782,54,3
782,58,1
782,73,2
152,3,0
152,6,0
152,9,0
152,25,2
152,27,1
152,35,2
152,37,2
152,43,1
152,53,0
152,56,1
804,3,0
804,8,0
804,9,2
804,11,2
804,12,2
804,14,3
804,22,3
804,29,3
804,54,1
804,88,1
512,3,2
512,5,3
512,34,1
512,35,0
512,40,2
512,45,0
512,55,0
512,66,1
512,88,0
512,94,0
203,3,3
203,6,1
203,9,3
203,10,1
203,11,3
203,16,2
203,19,2
203,37,2
203,49,2
203,70,0
3,3,3
3,12,2
3,13,0
3,16,1
3,17,1
3,18,1
3,19,3
3,20,3
3,21,2
3,22,1
15,3,2
15,16,2
15,28,0
15,34,3
15,36,3
15,40,3
15,42,0
15,43,3
15,55,3
15,59,1
755,3,2
755,9,3
755,12,1
755,20,0
755,23,3
755,30,3
755,42,2
755,58,3
755,69,2
755,84,1
461,3,0
461,8,0
461,17,2
461,22,2
461,35,0
461,39,0
461,43,3
461,50,3
461,53,2
461,54,3
411,3,3
411,10,1
411,11,3
411,13,1
411,19,1
411,25,2
411,42,3
411,58,2
411,62,1
411,66,3
511,3,3
511,5,2
511,14,2
511,16,0
511,21,0
511,28,0
511,29,0
511,47,3
511,60,0
511,102,3
487,3,2
487,9,1
487,22,0
487,25,0
487,31,2
487,35,3
487,41,3
487,43,3
487,57,1
487,95,3
139,3,0
139,15,3
139,16,1
139,28,2
139,35,0
139,42,2
139,55,0
139,58,0
139,66,1
139,73,1
769,3,2
769,9,3
769,16,0
769,22,0
769,25,2
769,28,2
769,58,3
769,60,3
769,73,3
769,94,3
465,3,1
465,12,2
465,13,1
465,16,0
465,22,0
465,28,2
465,34,2
465,41,0
465,43,0
465,47,0
741,3,2
741,9,2
741,12,1
741,16,2
741,31,2
741,35,1
741,42,0
741,43,0
741,58,1
741,72,3
783,3,1
783,9,2
783,20,1
783,21,0
783,31,0
783,34,2
783,42,3
783,43,3
783,47,0
783,84,2
239,3,2
239,9,1
239,15,1
239,27,2
239,28,1
239,35,1
239,37,3
239,44,3
239,58,1
239,95,3
282,3,2
282,6,2
282,9,0
282,13,1
282,16,0
282,22,0
282,34,1
282,37,2
282,60,1
282,65,0
745,3,1
745,8,0
745,9,3
745,13,1
745,21,3
745,30,2
745,53,0
745,58,3
745,66,1
745,84,3
342,3,0
342,12,3
342,20,0
342,30,2
342,34,3
342,39,3
342,41,1
342,42,1
342,47,3
342,83,2
540,3,1
540,9,1
540,12,3
540,15,1
540,31,3
540,39,0
540,40,0
540,46,2
540,52,3
540,56,1
76,3,0
76,13,0
76,15,2
76,16,2
76,17,3
76,22,2
76,32,1
76,37,3
76,44,3
76,68,1
143,3,3
143,13,1
143,17,2
143,31,3
143,34,2
143,44,0
143,50,0
143,56,1
143,77,2
143,90,2
767,3,2
767,10,1
767,13,1
767,28,0
767,29,1
767,34,3
767,43,1
767,50,1
767,58,2
767,59,0
527,3,2
527,5,3
527,8,3
527,13,2
527,20,1
527,25,3
527,28,3
527,45,2
527,56,1
527,69,2
737,3,0
737,16,0
737,21,3
737,31,3
737,35,0
737,41,2
737,54,3
737,63,2
737,66,3
737,109,3
639,3,2
639,12,3
639,21,2
639,22,1
639,23,0
639,31,2
639,35,3
639,37,3
639,39,1
639,55,2
338,3,2
338,10,1
338,15,0
338,20,2
338,22,0
338,31,3
338,40,0
338,41,0
338,48,1
338,53,3
771,3,3
771,20,0
